#      x          Cp  
     1.00000   -0.07305
     0.99462   -0.07433
     0.98768   -0.07643
     0.97991   -0.07885
     0.97135   -0.08156
     0.96209   -0.08455
     0.95226   -0.08776
     0.94202   -0.09116
     0.93148   -0.09470
     0.92074   -0.09836
     0.90988   -0.10212
     0.89893   -0.10595
     0.88794   -0.10986
     0.87691   -0.11383
     0.86585   -0.11786
     0.85478   -0.12195
     0.84370   -0.12610
     0.83262   -0.13031
     0.82152   -0.13457
     0.81043   -0.13888
     0.79933   -0.14324
     0.78822   -0.14766
     0.77711   -0.15212
     0.76600   -0.15663
     0.75489   -0.16118
     0.74378   -0.16576
     0.73267   -0.17037
     0.72155   -0.17499
     0.71044   -0.17961
     0.69932   -0.18419
     0.68821   -0.18870
     0.67710   -0.19306
     0.66599   -0.19719
     0.65488   -0.20092
     0.64377   -0.20407
     0.63267   -0.20656
     0.62157   -0.20967
     0.61047   -0.21747
     0.59938   -0.22769
     0.58829   -0.23967
     0.57720   -0.25338
     0.56612   -0.26878
     0.55505   -0.28581
     0.54398   -0.30442
     0.53292   -0.32454
     0.52187   -0.34608
     0.51082   -0.36896
     0.49979   -0.39310
     0.48876   -0.41842
     0.47774   -0.44484
     0.46673   -0.47229
     0.45573   -0.50071
     0.44474   -0.53004
     0.43377   -0.56025
     0.42281   -0.59130
     0.41186   -0.62319
     0.40093   -0.65589
     0.39001   -0.68943
     0.37911   -0.72382
     0.36823   -0.75910
     0.35737   -0.79529
     0.34652   -0.83247
     0.33570   -0.87068
     0.32490   -0.91001
     0.31413   -0.95054
     0.30338   -0.99237
     0.29266   -1.03560
     0.28197   -1.08037
     0.27132   -1.12680
     0.26070   -1.17506
     0.25012   -1.22532
     0.23958   -1.27778
     0.22909   -1.33266
     0.21865   -1.39022
     0.20827   -1.45074
     0.19795   -1.51454
     0.18770   -1.58201
     0.17753   -1.65355
     0.16746   -1.72966
     0.15749   -1.81086
     0.14764   -1.89777
     0.13794   -1.99106
     0.12841   -2.09145
     0.11909   -2.19971
     0.11001   -2.31658
     0.10123   -2.44283
     0.09278   -2.57900
     0.08473   -2.72558
     0.07713   -2.88272
     0.07000   -3.05038
     0.06339   -3.22822
     0.05730   -3.41576
     0.05171   -3.61235
     0.04662   -3.81728
     0.04199   -4.02970
     0.03778   -4.24848
     0.03395   -4.47204
     0.03047   -4.69772
     0.02730   -4.92148
     0.02440   -5.13905
     0.02175   -5.35855
     0.01932   -5.67094
     0.01710   -6.43658
     0.01505   -7.95226
     0.01317   -8.02051
     0.01144   -8.07946
     0.00985   -8.14286
     0.00840   -8.22478
     0.00707   -8.34386
     0.00586   -8.51965
     0.00477   -8.75714
     0.00379   -9.04973
     0.00293   -9.33353
     0.00218   -9.55139
     0.00154   -9.66956
     0.00102   -9.66709
     0.00060   -9.53194
     0.00030   -9.26242
     0.00011   -8.86980
     0.00001   -8.37957
     0.00001   -7.82716
     0.00011   -7.20474
     0.00030   -6.51251
     0.00060   -5.77260
     0.00102   -5.01290
     0.00154   -4.26222
     0.00218   -3.54547
     0.00293   -2.88092
     0.00379   -2.27948
     0.00477   -1.74562
     0.00586   -1.27893
     0.00707   -0.87578
     0.00840   -0.53072
     0.00985   -0.23763
     0.01144    0.00978
     0.01317    0.21740
     0.01505    0.39057
     0.01710    0.53402
     0.01932    0.65186
     0.02175    0.74757
     0.02440    0.82422
     0.02730    0.88419
     0.03047    0.92981
     0.03395    0.96267
     0.03778    0.98453
     0.04199    0.99653
     0.04662    0.99998
     0.05171    0.99591
     0.05730    0.98536
     0.06339    0.96929
     0.07000    0.94877
     0.07713    0.92470
     0.08473    0.89810
     0.09278    0.86979
     0.10123    0.84056
     0.11001    0.81102
     0.11909    0.78167
     0.12841    0.75286
     0.13794    0.72484
     0.14764    0.69775
     0.15749    0.67170
     0.16746    0.64671
     0.17753    0.62281
     0.18770    0.59998
     0.19795    0.57818
     0.20827    0.55738
     0.21865    0.53754
     0.22909    0.51861
     0.23958    0.50054
     0.25012    0.48329
     0.26070    0.46681
     0.27132    0.45106
     0.28197    0.43600
     0.29266    0.42157
     0.30338    0.40776
     0.31413    0.39452
     0.32490    0.38181
     0.33570    0.36961
     0.34652    0.35789
     0.35737    0.34661
     0.36823    0.33575
     0.37911    0.32528
     0.39001    0.31518
     0.40093    0.30543
     0.41186    0.29600
     0.42281    0.28688
     0.43377    0.27804
     0.44474    0.26947
     0.45573    0.26114
     0.46673    0.25305
     0.47774    0.24517
     0.48876    0.23750
     0.49979    0.23001
     0.51082    0.22270
     0.52187    0.21554
     0.53292    0.20853
     0.54398    0.20166
     0.55505    0.19491
     0.56612    0.18828
     0.57720    0.18175
     0.58829    0.17531
     0.59938    0.16895
     0.61047    0.16267
     0.62157    0.15644
     0.63267    0.15028
     0.64377    0.14415
     0.65488    0.13806
     0.66599    0.13200
     0.67710    0.12595
     0.68821    0.11991
     0.69932    0.11387
     0.71044    0.10782
     0.72155    0.10174
     0.73267    0.09563
     0.74378    0.08948
     0.75489    0.08327
     0.76600    0.07699
     0.77711    0.07063
     0.78822    0.06416
     0.79933    0.05757
     0.81043    0.05084
     0.82152    0.04394
     0.83262    0.03685
     0.84370    0.02952
     0.85478    0.02191
     0.86585    0.01398
     0.87691    0.00566
     0.88794   -0.00313
     0.89893   -0.01248
     0.90988   -0.02251
     0.92074   -0.03339
     0.93148   -0.04528
     0.94202   -0.05841
     0.95226   -0.07301
     0.96209   -0.08926
     0.97135   -0.10697
     0.97991   -0.12545
     0.98768   -0.13580
     0.99462   -0.13496
     1.00000   -0.07305
