#      x          Cp  
     1.00000    0.13115
     0.99462    0.12848
     0.98768    0.12472
     0.97991    0.11992
     0.97135    0.11401
     0.96209    0.10689
     0.95226    0.09858
     0.94202    0.08911
     0.93148    0.07858
     0.92074    0.06710
     0.90988    0.05476
     0.89893    0.04169
     0.88794    0.02797
     0.87691    0.01369
     0.86585   -0.00106
     0.85478   -0.01622
     0.84370   -0.03170
     0.83262   -0.04746
     0.82152   -0.06344
     0.81043   -0.07960
     0.79933   -0.09590
     0.78822   -0.11230
     0.77711   -0.12879
     0.76600   -0.14535
     0.75489   -0.16196
     0.74378   -0.17862
     0.73267   -0.19533
     0.72155   -0.21207
     0.71044   -0.22887
     0.69932   -0.24571
     0.68821   -0.26262
     0.67710   -0.27960
     0.66599   -0.29667
     0.65488   -0.31383
     0.64377   -0.33111
     0.63267   -0.34851
     0.62157   -0.36606
     0.61047   -0.38377
     0.59938   -0.40165
     0.58829   -0.41973
     0.57720   -0.43803
     0.56612   -0.45655
     0.55505   -0.47533
     0.54398   -0.49439
     0.53292   -0.51373
     0.52187   -0.53340
     0.51082   -0.55339
     0.49979   -0.57375
     0.48876   -0.59449
     0.47774   -0.61564
     0.46673   -0.63722
     0.45573   -0.65926
     0.44474   -0.68179
     0.43377   -0.70483
     0.42281   -0.72843
     0.41186   -0.75262
     0.40093   -0.77742
     0.39001   -0.80288
     0.37911   -0.82905
     0.36823   -0.85596
     0.35737   -0.88366
     0.34652   -0.91222
     0.33570   -0.94167
     0.32490   -0.97210
     0.31413   -1.00357
     0.30338   -1.03615
     0.29266   -1.06993
     0.28197   -1.10501
     0.27132   -1.14149
     0.26070   -1.17948
     0.25012   -1.21912
     0.23958   -1.26056
     0.22909   -1.30397
     0.21865   -1.34952
     0.20827   -1.39745
     0.19795   -1.44799
     0.18770   -1.50142
     0.17753   -1.55805
     0.16746   -1.61824
     0.15749   -1.68239
     0.14764   -1.75094
     0.13794   -1.82438
     0.12841   -1.90324
     0.11909   -1.98805
     0.11001   -2.07934
     0.10123   -2.17760
     0.09278   -2.28316
     0.08473   -2.39626
     0.07713   -2.51689
     0.07000   -2.64481
     0.06339   -2.77952
     0.05730   -2.92034
     0.05171   -3.06630
     0.04662   -3.21619
     0.04199   -3.36827
     0.03778   -3.51997
     0.03395   -3.66768
     0.03047   -3.80847
     0.02730   -3.95618
     0.02440   -4.21691
     0.02175   -4.90597
     0.01932   -5.62617
     0.01710   -5.68531
     0.01505   -5.74049
     0.01317   -5.80144
     0.01144   -5.87796
     0.00985   -5.98118
     0.00840   -6.11904
     0.00707   -6.29261
     0.00586   -6.49762
     0.00477   -6.70554
     0.00379   -6.88751
     0.00293   -7.02209
     0.00218   -7.09204
     0.00154   -7.08230
     0.00102   -6.98079
     0.00060   -6.78099
     0.00030   -6.48447
     0.00011   -6.10265
     0.00001   -5.65738
     0.00001   -5.17639
     0.00011   -4.65271
     0.00030   -4.08905
     0.00060   -3.50388
     0.00102   -2.91868
     0.00154   -2.35434
     0.00218   -1.82778
     0.00293   -1.35039
     0.00379   -0.92789
     0.00477   -0.56130
     0.00586   -0.24836
     0.00707    0.01520
     0.00840    0.23466
     0.00985    0.41544
     0.01144    0.56280
     0.01317    0.68157
     0.01505    0.77588
     0.01710    0.84952
     0.01932    0.90541
     0.02175    0.94640
     0.02440    0.97445
     0.02730    0.99161
     0.03047    0.99927
     0.03395    0.99881
     0.03778    0.99127
     0.04199    0.97772
     0.04662    0.95888
     0.05171    0.93571
     0.05730    0.90884
     0.06339    0.87919
     0.07000    0.84741
     0.07713    0.81434
     0.08473    0.78065
     0.09278    0.74699
     0.10123    0.71387
     0.11001    0.68169
     0.11909    0.65074
     0.12841    0.62119
     0.13794    0.59312
     0.14764    0.56656
     0.15749    0.54149
     0.16746    0.51787
     0.17753    0.49562
     0.18770    0.47469
     0.19795    0.45498
     0.20827    0.43643
     0.21865    0.41897
     0.22909    0.40251
     0.23958    0.38699
     0.25012    0.37236
     0.26070    0.35855
     0.27132    0.34550
     0.28197    0.33317
     0.29266    0.32150
     0.30338    0.31046
     0.31413    0.30001
     0.32490    0.29010
     0.33570    0.28070
     0.34652    0.27177
     0.35737    0.26329
     0.36823    0.25524
     0.37911    0.24757
     0.39001    0.24027
     0.40093    0.23332
     0.41186    0.22668
     0.42281    0.22036
     0.43377    0.21431
     0.44474    0.20853
     0.45573    0.20300
     0.46673    0.19771
     0.47774    0.19264
     0.48876    0.18778
     0.49979    0.18311
     0.51082    0.17862
     0.52187    0.17431
     0.53292    0.17015
     0.54398    0.16616
     0.55505    0.16230
     0.56612    0.15859
     0.57720    0.15500
     0.58829    0.15153
     0.59938    0.14818
     0.61047    0.14493
     0.62157    0.14180
     0.63267    0.13876
     0.64377    0.13581
     0.65488    0.13296
     0.66599    0.13020
     0.67710    0.12752
     0.68821    0.12493
     0.69932    0.12241
     0.71044    0.11998
     0.72155    0.11762
     0.73267    0.11535
     0.74378    0.11315
     0.75489    0.11104
     0.76600    0.10901
     0.77711    0.10706
     0.78822    0.10520
     0.79933    0.10343
     0.81043    0.10175
     0.82152    0.10018
     0.83262    0.09872
     0.84370    0.09738
     0.85478    0.09617
     0.86585    0.09511
     0.87691    0.09420
     0.88794    0.09348
     0.89893    0.09298
     0.90988    0.09274
     0.92074    0.09280
     0.93148    0.09326
     0.94202    0.09423
     0.95226    0.09589
     0.96209    0.09849
     0.97135    0.10245
     0.97991    0.10822
     0.98768    0.11663
     0.99462    0.12556
     1.00000    0.13115
