#      x          Cp  
     1.00000    0.30588
     0.99462    0.25511
     0.98768    0.22109
     0.97991    0.19038
     0.97135    0.16348
     0.96209    0.13960
     0.95226    0.11841
     0.94202    0.09956
     0.93148    0.08270
     0.92074    0.06754
     0.90988    0.05380
     0.89893    0.04127
     0.88794    0.02975
     0.87691    0.01911
     0.86585    0.00923
     0.85478    0.00002
     0.84370   -0.00859
     0.83262   -0.01666
     0.82152   -0.02422
     0.81043   -0.03130
     0.79933   -0.03791
     0.78822   -0.04407
     0.77711   -0.04978
     0.76600   -0.05512
     0.75489   -0.06024
     0.74378   -0.06565
     0.73267   -0.07255
     0.72155   -0.08334
     0.71044   -0.10080
     0.69932   -0.12421
     0.68821   -0.14658
     0.67710   -0.14863
     0.66599   -0.15128
     0.65488   -0.15478
     0.64377   -0.15878
     0.63267   -0.16313
     0.62157   -0.16773
     0.61047   -0.17254
     0.59938   -0.17753
     0.58829   -0.18267
     0.57720   -0.18794
     0.56612   -0.19334
     0.55505   -0.19884
     0.54398   -0.20444
     0.53292   -0.21013
     0.52187   -0.21589
     0.51082   -0.22173
     0.49979   -0.22763
     0.48876   -0.23359
     0.47774   -0.23960
     0.46673   -0.24565
     0.45573   -0.25175
     0.44474   -0.25788
     0.43377   -0.26405
     0.42281   -0.27024
     0.41186   -0.27645
     0.40093   -0.28267
     0.39001   -0.28890
     0.37911   -0.29514
     0.36823   -0.30138
     0.35737   -0.30760
     0.34652   -0.31381
     0.33570   -0.31999
     0.32490   -0.32614
     0.31413   -0.33225
     0.30338   -0.33830
     0.29266   -0.34429
     0.28197   -0.35019
     0.27132   -0.35601
     0.26070   -0.36171
     0.25012   -0.36729
     0.23958   -0.37272
     0.22909   -0.37798
     0.21865   -0.38305
     0.20827   -0.38791
     0.19795   -0.39250
     0.18770   -0.39681
     0.17753   -0.40078
     0.16746   -0.40438
     0.15749   -0.40753
     0.14764   -0.41019
     0.13794   -0.41226
     0.12841   -0.41367
     0.11909   -0.41432
     0.11001   -0.41408
     0.10123   -0.41284
     0.09278   -0.41046
     0.08473   -0.40682
     0.07713   -0.40178
     0.07000   -0.39525
     0.06339   -0.38710
     0.05730   -0.37727
     0.05171   -0.36567
     0.04662   -0.35223
     0.04199   -0.33685
     0.03778   -0.31942
     0.03395   -0.29981
     0.03047   -0.27784
     0.02730   -0.25331
     0.02440   -0.22599
     0.02175   -0.19556
     0.01932   -0.16173
     0.01710   -0.12407
     0.01505   -0.08223
     0.01317   -0.03571
     0.01144    0.01591
     0.00985    0.07313
     0.00840    0.13633
     0.00707    0.20577
     0.00586    0.28155
     0.00477    0.36333
     0.00379    0.45031
     0.00293    0.54095
     0.00218    0.63286
     0.00154    0.72272
     0.00102    0.80643
     0.00060    0.87949
     0.00030    0.93763
     0.00011    0.97757
     0.00001    0.99755
     0.00001    0.99755
     0.00011    0.97757
     0.00030    0.93763
     0.00060    0.87949
     0.00102    0.80643
     0.00154    0.72272
     0.00218    0.63286
     0.00293    0.54095
     0.00379    0.45031
     0.00477    0.36333
     0.00586    0.28155
     0.00707    0.20577
     0.00840    0.13633
     0.00985    0.07313
     0.01144    0.01591
     0.01317   -0.03571
     0.01505   -0.08223
     0.01710   -0.12407
     0.01932   -0.16173
     0.02175   -0.19556
     0.02440   -0.22599
     0.02730   -0.25331
     0.03047   -0.27784
     0.03395   -0.29981
     0.03778   -0.31942
     0.04199   -0.33685
     0.04662   -0.35223
     0.05171   -0.36567
     0.05730   -0.37727
     0.06339   -0.38710
     0.07000   -0.39525
     0.07713   -0.40178
     0.08473   -0.40682
     0.09278   -0.41046
     0.10123   -0.41284
     0.11001   -0.41408
     0.11909   -0.41432
     0.12841   -0.41367
     0.13794   -0.41226
     0.14764   -0.41019
     0.15749   -0.40753
     0.16746   -0.40438
     0.17753   -0.40078
     0.18770   -0.39681
     0.19795   -0.39250
     0.20827   -0.38791
     0.21865   -0.38305
     0.22909   -0.37798
     0.23958   -0.37272
     0.25012   -0.36729
     0.26070   -0.36171
     0.27132   -0.35601
     0.28197   -0.35019
     0.29266   -0.34429
     0.30338   -0.33830
     0.31413   -0.33225
     0.32490   -0.32614
     0.33570   -0.31999
     0.34652   -0.31381
     0.35737   -0.30760
     0.36823   -0.30138
     0.37911   -0.29514
     0.39001   -0.28890
     0.40093   -0.28267
     0.41186   -0.27645
     0.42281   -0.27024
     0.43377   -0.26405
     0.44474   -0.25788
     0.45573   -0.25175
     0.46673   -0.24565
     0.47774   -0.23960
     0.48876   -0.23359
     0.49979   -0.22763
     0.51082   -0.22173
     0.52187   -0.21589
     0.53292   -0.21013
     0.54398   -0.20444
     0.55505   -0.19884
     0.56612   -0.19334
     0.57720   -0.18794
     0.58829   -0.18267
     0.59938   -0.17753
     0.61047   -0.17254
     0.62157   -0.16773
     0.63267   -0.16313
     0.64377   -0.15878
     0.65488   -0.15478
     0.66599   -0.15128
     0.67710   -0.14863
     0.68821   -0.14658
     0.69932   -0.12421
     0.71044   -0.10080
     0.72155   -0.08334
     0.73267   -0.07255
     0.74378   -0.06565
     0.75489   -0.06024
     0.76600   -0.05512
     0.77711   -0.04978
     0.78822   -0.04407
     0.79933   -0.03791
     0.81043   -0.03130
     0.82152   -0.02422
     0.83262   -0.01666
     0.84370   -0.00859
     0.85478    0.00002
     0.86585    0.00923
     0.87691    0.01911
     0.88794    0.02975
     0.89893    0.04127
     0.90988    0.05380
     0.92074    0.06754
     0.93148    0.08270
     0.94202    0.09956
     0.95226    0.11841
     0.96209    0.13960
     0.97135    0.16348
     0.97991    0.19038
     0.98768    0.22109
     0.99462    0.25511
     1.00000    0.30588
