 1.0000000000  0.0000000000
 0.9999054713  0.0000267347
 0.9996219167  0.0001069061
 0.9991494309  0.0002404163
 0.9984881716  0.0004271024
 0.9976383597  0.0006667368
 0.9966002793  0.0009590276
 0.9953742776  0.0013036192
 0.9939607652  0.0017000931
 0.9923602157  0.0021479689
 0.9905731664  0.0026467046
 0.9886002177  0.0031956986
 0.9864420337  0.0037942901
 0.9840993418  0.0044417609
 0.9815729330  0.0051373363
 0.9788636621  0.0058801871
 0.9759724474  0.0066694309
 0.9729002708  0.0075041337
 0.9696481782  0.0083833118
 0.9662172789  0.0093059335
 0.9626087464  0.0102709208
 0.9588238174  0.0112771517
 0.9548637927  0.0123234619
 0.9507300366  0.0134086465
 0.9464239770  0.0145314627
 0.9419471051  0.0156906314
 0.9373009758  0.0168848393
 0.9324872070  0.0181127410
 0.9275074795  0.0193729612
 0.9223635372  0.0206640966
 0.9170571865  0.0219847180
 0.9115902960  0.0233333725
 0.9059647963  0.0247085852
 0.9001826799  0.0261088615
 0.8942460003  0.0275326890
 0.8881568721  0.0289785391
 0.8819174702  0.0304448694
 0.8755300295  0.0319301249
 0.8689968443  0.0334327403
 0.8623202679  0.0349511415
 0.8555027116  0.0364837470
 0.8485466446  0.0380289700
 0.8414545930  0.0395852195
 0.8342291392  0.0411509021
 0.8268729212  0.0427244231
 0.8193886317  0.0443041879
 0.8117790174  0.0458886035
 0.8040468782  0.0474760795
 0.7961950663  0.0490650295
 0.7882264854  0.0506538716
 0.7801440895  0.0522410304
 0.7719508823  0.0538249371
 0.7636499161  0.0554040310
 0.7552442906  0.0569767600
 0.7467371523  0.0585415819
 0.7381316932  0.0600969650
 0.7294311496  0.0616413886
 0.7206388015  0.0631733444
 0.7117579707  0.0646913366
 0.7027920208  0.0661938832
 0.6937443548  0.0676795163
 0.6846184150  0.0691467827
 0.6754176812  0.0705942454
 0.6661456697  0.0720204831
 0.6568059322  0.0734240922
 0.6474020543  0.0748036864
 0.6379376545  0.0761578984
 0.6284163826  0.0774853798
 0.6188419191  0.0787848028
 0.6092179730  0.0800548601
 0.5995482811  0.0812942667
 0.5898366064  0.0825017600
 0.5800867370  0.0836761012
 0.5703024841  0.0848160763
 0.5604876814  0.0859204968
 0.5506461831  0.0869882012
 0.5407818623  0.0880180557
 0.5308986103  0.0890089556
 0.5210003342  0.0899598267
 0.5110909559  0.0908696260
 0.5011744101  0.0917373435
 0.4912546433  0.0925620033
 0.4813356114  0.0933426650
 0.4714212789  0.0940784251
 0.4615156161  0.0947684183
 0.4516225986  0.0954118194
 0.4417462045  0.0960078441
 0.4318904132  0.0965557508
 0.4220592032  0.0970548423
 0.4122565507  0.0975044667
 0.4024864271  0.0979040196
 0.3926370166  0.0982455362
 0.3827875093  0.0985102529
 0.3729816745  0.0986971990
 0.3632237896  0.0988063713
 0.3535181229  0.0988378630
 0.3438689305  0.0987918635
 0.3342804525  0.0986686595
 0.3247569111  0.0984686346
 0.3153025063  0.0981922694
 0.3059214134  0.0978401411
 0.2966177798  0.0974129236
 0.2873957213  0.0969113863
 0.2782593194  0.0963363937
 0.2692126178  0.0956889040
 0.2602596195  0.0949699686
 0.2514042833  0.0941807298
 0.2426505207  0.0933224198
 0.2340021930  0.0923963589
 0.2254631084  0.0914039528
 0.2170370184  0.0903466910
 0.2087276156  0.0892261440
 0.2005385306  0.0880439608
 0.1924733289  0.0868018655
 0.1845355090  0.0855016549
 0.1767284993  0.0841451945
 0.1690556556  0.0827344156
 0.1615202594  0.0812713108
 0.1541255151  0.0797579309
 0.1468745483  0.0781963803
 0.1397704037  0.0765888129
 0.1328160433  0.0749374278
 0.1260143450  0.0732444643
 0.1193681008  0.0715121978
 0.1128800157  0.0697429346
 0.1065527061  0.0679390066
 0.1003886994  0.0661027671
 0.0943904323  0.0642365848
 0.0885602507  0.0623428389
 0.0829004086  0.0604239140
 0.0774130680  0.0584821943
 0.0721002980  0.0565200584
 0.0669640754  0.0545398741
 0.0620062838  0.0525439926
 0.0572287141  0.0505347432
 0.0526330643  0.0485144280
 0.0482209402  0.0464853167
 0.0439938554  0.0444496409
 0.0399532318  0.0424095889
 0.0361004003  0.0403673012
 0.0324366013  0.0383248645
 0.0289629852  0.0362843077
 0.0256806134  0.0342475964
 0.0225904591  0.0322166287
 0.0196934079  0.0301932304
 0.0169902588  0.0281791510
 0.0144817252  0.0261760595
 0.0121684356  0.0241855402
 0.0100509346  0.0222090893
 0.0081296838  0.0202481113
 0.0064050628  0.0183039158
 0.0048773701  0.0163777145
 0.0035468236  0.0144706183
 0.0024135619  0.0125836350
 0.0014776450  0.0107176669
 0.0007390547  0.0088735090
 0.0001976957  0.0070518474
-0.0001466038  0.0052532577
-0.0002940915  0.0034782040
-0.0002450909  0.0017270384
 0.0000000000  0.0000000000
 0.0004378504 -0.0016884911
 0.0010650553 -0.0033240855
 0.0018809936 -0.0049067557
 0.0028849706 -0.0064365020
 0.0040762187 -0.0079133527
 0.0054538981 -0.0093373640
 0.0070170976 -0.0107086202
 0.0087648358 -0.0120272335
 0.0106960618 -0.0132933446
