 0.0128096568 -0.0145071226
 0.0151044349 -0.0156687656
 0.0175791450 -0.0167785010
 0.0202324721 -0.0178365860
 0.0230630383 -0.0188433079
 0.0260694054 -0.0197989850
 0.0292500758 -0.0207039667
 0.0326034944 -0.0215586345
 0.0361280506 -0.0223634025
 0.0398220800 -0.0231187178
 0.0436838662 -0.0238250617
 0.0477116425 -0.0244829499
 0.0519035944 -0.0250929332
 0.0562578606 -0.0256555985
 0.0607725356 -0.0261715688
 0.0654456714 -0.0266415044
 0.0702752789 -0.0270661031
 0.0752593302 -0.0274461008
 0.0803957602 -0.0277822721
 0.0856824682 -0.0280754303
 0.0911173197 -0.0283264282
 0.0966981479 -0.0285361579
 0.1024227549 -0.0287055513
 0.1082889139 -0.0288355802
 0.1142943697 -0.0289272558
 0.1204368405 -0.0289816291
 0.1267140187 -0.0289997903
 0.1331235723 -0.0289828688
 0.1396631455 -0.0289320323
 0.1463303600 -0.0288484864
 0.1531228151 -0.0287334738
 0.1600380891 -0.0285882737
 0.1670737394 -0.0284142001
 0.1742273027 -0.0282126015
 0.1814962961 -0.0279848591
 0.1888782166 -0.0277323852
 0.1963705417 -0.0274566222
 0.2039707291 -0.0271590403
 0.2116762171 -0.0268411360
 0.2194844241 -0.0265044299
 0.2273927486 -0.0261504648
 0.2353985687 -0.0257808030
 0.2434992423 -0.0253970244
 0.2516921060 -0.0250007236
 0.2599744752 -0.0245935074
 0.2683436436 -0.0241769922
 0.2767968824 -0.0237528008
 0.2853314400 -0.0233225598
 0.2939445412 -0.0228878965
 0.3026333871 -0.0224504354
 0.3113951542 -0.0220117957
 0.3202269939 -0.0215735875
 0.3291260318 -0.0211374089
 0.3380893679 -0.0207048424
 0.3471140752 -0.0202774516
 0.3561971998 -0.0198567783
 0.3653357606 -0.0194443386
 0.3745267485 -0.0190416197
 0.3837671268 -0.0186500769
 0.3930538303 -0.0182711302
 0.4024232508 -0.0179053587
 0.4119471694 -0.0175370123
 0.4215063318 -0.0171602842
 0.4310972452 -0.0167761644
 0.4407163980 -0.0163856263
 0.4503602611 -0.0159896252
 0.4600252881 -0.0155890956
 0.4697079175 -0.0151849501
 0.4794045728 -0.0147780765
 0.4891116643 -0.0143693369
 0.4988255899 -0.0139595657
 0.5085427366 -0.0135495682
 0.5182594815 -0.0131401189
 0.5279721933 -0.0127319608
 0.5376772334 -0.0123258039
 0.5473709573 -0.0119223243
 0.5570497160 -0.0115221634
 0.5667098575 -0.0111259273
 0.5763477281 -0.0107341861
 0.5859596735 -0.0103474735
 0.5955420409 -0.0099662868
 0.6050911801 -0.0095910865
 0.6146034448 -0.0092222963
 0.6240751944 -0.0088603036
 0.6335027954 -0.0085054594
 0.6428826229 -0.0081580789
 0.6522110621 -0.0078184422
 0.6614845098 -0.0074867946
 0.6706993759 -0.0071633476
 0.6798520849 -0.0068482797
 0.6889390776 -0.0065417375
 0.6979568123 -0.0062438366
 0.7069017668 -0.0059546628
 0.7157704392 -0.0056742734
 0.7245593501 -0.0054026983
 0.7332650436 -0.0051399415
 0.7418840892 -0.0048859827
 0.7504130828 -0.0046407783
 0.7588486487 -0.0044042630
 0.7671874406 -0.0041763516
 0.7754261435 -0.0039569403
 0.7835614748 -0.0037459081
 0.7915901860 -0.0035431186
 0.7995090638 -0.0033484213
 0.8073149320 -0.0031616534
 0.8150046525 -0.0029826408
 0.8225751272 -0.0028112001
 0.8300232987 -0.0026471397
 0.8373461526 -0.0024902612
 0.8445407180 -0.0023403609
 0.8516040696 -0.0021972310
 0.8585333288 -0.0020606607
 0.8653256651 -0.0019304376
 0.8719782973 -0.0018063488
 0.8784884954 -0.0016881816
 0.8848535812 -0.0015757248
 0.8910709305 -0.0014687698
 0.8971379739 -0.0013671108
 0.9030521980 -0.0012705460
 0.9088111475 -0.0011788783
 0.9144124258 -0.0010919158
 0.9198536965 -0.0010094723
 0.9251326848 -0.0009313676
 0.9302471790 -0.0008574285
 0.9351950313 -0.0007874885
 0.9399741592 -0.0007213882
 0.9445825472 -0.0006589758
 0.9490182474 -0.0006001070
 0.9532793811 -0.0005446448
 0.9573641397 -0.0004924604
 0.9612707861 -0.0004434321
 0.9649976558 -0.0003974462
 0.9685431578 -0.0003543961
 0.9719057757 -0.0003141828
 0.9750840689 -0.0002767144
 0.9780766736 -0.0002419060
 0.9808823034 -0.0002096794
 0.9834997506 -0.0001799631
 0.9859278867 -0.0001526918
 0.9881656636 -0.0001278064
 0.9902121140 -0.0001052534
 0.9920663524 -0.0000849853
 0.9937275754 -0.0000669595
 0.9951950628 -0.0000511389
 0.9964681776 -0.0000374911
 0.9975463670 -0.0000259885
 0.9984291621 -0.0000166082
 0.9991161793 -0.0000093314
 0.9996071195 -0.0000041439
 0.9999017692 -0.0000010355
 1.0000000000  0.0000000000
