# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.50000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-02
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
0               	-9.63270583e-03	5.09217807e-01	1.28057146e-03	-8.99242010e-03	1.02729916e-02
1               	1.78090690e+00	2.56780990e+00	1.65113091e+00	2.60647235e+00	-9.55341441e-01
2               	2.35189339e+00	3.05073479e+00	2.10475273e+00	3.40426975e+00	-1.29951702e+00
3               	2.04078212e+00	2.58473255e+00	1.62745036e+00	2.85450730e+00	-1.22705693e+00
4               	1.21687422e+00	1.54567462e+00	6.92968369e-01	1.56335841e+00	-8.70390037e-01
5               	3.20157698e-01	4.09265462e-01	-1.18548360e-01	2.60883518e-01	-3.79431878e-01
6               	-3.64333821e-01	-4.59975405e-01	-5.54901387e-01	-6.41784515e-01	8.68831275e-02
7               	-6.94268289e-01	-9.03594403e-01	-5.52556711e-01	-9.70546645e-01	4.17989933e-01
8               	-6.93531570e-01	-9.40253290e-01	-2.62559178e-01	-8.24811159e-01	5.62251981e-01
9               	-4.81561348e-01	-7.04804513e-01	9.46186490e-02	-4.34252023e-01	5.28870672e-01
10              	-1.75487869e-01	-3.40134494e-01	4.09061957e-01	2.90431091e-02	3.80018848e-01
11              	9.66303843e-02	7.45368459e-03	5.56210867e-01	3.74735818e-01	1.81475049e-01
12              	2.67484354e-01	2.50285986e-01	5.22351473e-01	5.28660090e-01	-6.30861726e-03
13              	3.21515777e-01	3.58901970e-01	3.62655949e-01	5.02843752e-01	-1.40187802e-01
14              	2.86110899e-01	3.50267800e-01	1.71307909e-01	3.71764853e-01	-2.00456944e-01
15              	2.05457637e-01	2.66053736e-01	2.86774008e-02	2.19796337e-01	-1.91118936e-01
16              	1.13863271e-01	1.56711453e-01	-4.43240840e-02	9.17012287e-02	-1.36025313e-01
17              	3.95102095e-02	5.57501704e-02	-4.34807105e-02	1.77698543e-02	-6.12505648e-02
18              	-8.57796458e-04	-1.46760399e-02	1.70031004e-02	7.64375372e-03	9.35934663e-03
19              	-7.06036521e-03	-4.74245348e-02	1.03828983e-01	4.48541265e-02	5.89748569e-02
20              	1.07096539e-02	-4.74891833e-02	1.82191028e-01	1.01805168e-01	8.03858602e-02
21              	3.87901365e-02	-2.70069078e-02	2.28999175e-01	1.53289724e-01	7.57094512e-02
22              	6.63805497e-02	1.07694051e-03	2.40304105e-01	1.86532602e-01	5.37715026e-02
23              	8.73573544e-02	2.75410519e-02	2.24590611e-01	1.99652660e-01	2.49379514e-02
24              	9.88670085e-02	4.66134902e-02	1.94174699e-01	1.95954358e-01	-1.77965885e-03
25              	1.01205120e-01	5.64249010e-02	1.61333031e-01	1.81871636e-01	-2.05386051e-02
26              	9.67518291e-02	5.77488373e-02	1.36073638e-01	1.64788648e-01	-2.87150101e-02
27              	8.90357283e-02	5.31482640e-02	1.23399551e-01	1.50735504e-01	-2.73359526e-02
28              	8.13135271e-02	4.55886567e-02	1.24312975e-01	1.43470015e-01	-1.91570395e-02
29              	7.56309754e-02	3.78852014e-02	1.34639469e-01	1.42950710e-01	-8.31124064e-03
30              	7.26293305e-02	3.16928285e-02	1.49016944e-01	1.47137803e-01	1.87914153e-03
31              	7.20805234e-02	2.77811127e-02	1.62142113e-01	1.53151580e-01	8.99053317e-03
32              	7.33853672e-02	2.59958536e-02	1.71671851e-01	1.59221293e-01	1.24505583e-02
33              	7.59276475e-02	2.57596115e-02	1.76996419e-01	1.64425857e-01	1.25705622e-02
34              	7.88193884e-02	2.62934898e-02	1.78001940e-01	1.67820358e-01	1.01815816e-02
35              	8.12794419e-02	2.68725481e-02	1.75819801e-01	1.69189343e-01	6.63045883e-03
36              	8.28993727e-02	2.70625365e-02	1.72343855e-01	1.69071300e-01	3.27255503e-03
37              	8.36699694e-02	2.67259485e-02	1.69358121e-01	1.68349030e-01	1.00909097e-03
38              	8.37993131e-02	2.59660337e-02	1.67886045e-01	1.67742335e-01	1.43709184e-04
39              	8.35539702e-02	2.49160928e-02	1.68002385e-01	1.67555162e-01	4.47222113e-04
40              	8.31413832e-02	2.37631701e-02	1.69330110e-01	1.67806438e-01	1.52367197e-03
41              	8.27320788e-02	2.27449545e-02	1.71479147e-01	1.68471652e-01	3.00749475e-03
42              	8.25071524e-02	2.21314036e-02	1.73822042e-01	1.69418173e-01	4.40386851e-03
43              	8.25228108e-02	2.19439486e-02	1.75714779e-01	1.70380200e-01	5.33457886e-03
44              	8.27400051e-02	2.20393218e-02	1.76817271e-01	1.71148641e-01	5.66863035e-03
45              	8.30759022e-02	2.22281666e-02	1.77122678e-01	1.71637241e-01	5.48543686e-03
46              	8.34549913e-02	2.24011301e-02	1.76880078e-01	1.71895030e-01	4.98504746e-03
47              	8.38263021e-02	2.24989324e-02	1.76394914e-01	1.72023759e-01	4.37115489e-03
48              	8.41893666e-02	2.25107116e-02	1.75905939e-01	1.72142336e-01	3.76360314e-03
49              	8.45462354e-02	2.23839263e-02	1.75600375e-01	1.72346423e-01	3.25395206e-03
50              	8.48734700e-02	2.20611119e-02	1.75633714e-01	1.72690327e-01	2.94338695e-03
51              	8.51395789e-02	2.15990630e-02	1.76030321e-01	1.73154739e-01	2.87558167e-03
52              	8.53425125e-02	2.11056092e-02	1.76700218e-01	1.73692621e-01	3.00759634e-03
53              	8.54988502e-02	2.06638899e-02	1.77511506e-01	1.74254603e-01	3.25690268e-03
54              	8.56279150e-02	2.03187225e-02	1.78334132e-01	1.74794981e-01	3.53915096e-03
55              	8.57653057e-02	2.00586303e-02	1.79156406e-01	1.75343509e-01	3.81289719e-03
56              	8.59358722e-02	1.98818223e-02	1.79985341e-01	1.75928543e-01	4.05679851e-03
57              	8.61665434e-02	1.98016122e-02	1.80865646e-01	1.76599367e-01	4.26627966e-03
58              	8.64168063e-02	1.98184824e-02	1.81659480e-01	1.77246546e-01	4.41293346e-03
59              	8.66544588e-02	1.99111597e-02	1.82304808e-01	1.77806863e-01	4.49794530e-03
60              	8.68476365e-02	2.00310219e-02	1.82766928e-01	1.78231101e-01	4.53582765e-03
61              	8.69869865e-02	2.01344695e-02	1.83080133e-01	1.78527053e-01	4.55308004e-03
62              	8.70802293e-02	2.01933646e-02	1.83309594e-01	1.78735026e-01	4.57456776e-03
63              	8.71503997e-02	2.02142204e-02	1.83552521e-01	1.78926660e-01	4.62586089e-03
64              	8.72147324e-02	2.01987439e-02	1.83878239e-01	1.79153852e-01	4.72438708e-03
65              	8.72921164e-02	2.01509426e-02	1.84364287e-01	1.79474260e-01	4.89002692e-03
66              	8.73961907e-02	2.00685192e-02	1.85046667e-01	1.79919524e-01	5.12714260e-03
67              	8.75243724e-02	1.99585426e-02	1.85874826e-01	1.80461785e-01	5.41304050e-03
68              	8.76776912e-02	1.98342589e-02	1.86822646e-01	1.81089014e-01	5.73363165e-03
69              	8.78335710e-02	1.97160737e-02	1.87771534e-01	1.81719338e-01	6.05219612e-03
70              	8.79712649e-02	1.96197789e-02	1.88630263e-01	1.82286396e-01	6.34386637e-03
