NACA0012 SHARP TE V9
    1.000000       0.000000    
   0.9946247      0.7785856E-03
   0.9876820      0.1776217E-02
   0.9799124      0.2882147E-02
   0.9713493      0.4088373E-02
   0.9620874      0.5378346E-02
   0.9522618      0.6730431E-02
   0.9420162      0.8122664E-02
   0.9314769      0.9536358E-02
   0.9207414      0.1095750E-01
   0.9098784      0.1237647E-01
   0.8989337      0.1378708E-01
   0.8879367      0.1518551E-01
   0.8769058      0.1656947E-01
   0.8658525      0.1793765E-01
   0.8547841      0.1928931E-01
   0.8437049      0.2062407E-01
   0.8326179      0.2194174E-01
   0.8215249      0.2324222E-01
   0.8104271      0.2452548E-01
   0.7993254      0.2579151E-01
   0.7882206      0.2704030E-01
   0.7771132      0.2827183E-01
   0.7660037      0.2948607E-01
   0.7548924      0.3068296E-01
   0.7437799      0.3186241E-01
   0.7326665      0.3302432E-01
   0.7215526      0.3416857E-01
   0.7104385      0.3529498E-01
   0.6993248      0.3640337E-01
   0.6882116      0.3749352E-01
   0.6770995      0.3856519E-01
   0.6659889      0.3961810E-01
   0.6548800      0.4065194E-01
   0.6437734      0.4166638E-01
   0.6326693      0.4266104E-01
   0.6215684      0.4363552E-01
   0.6104709      0.4458940E-01
   0.5993772      0.4552220E-01
   0.5882879      0.4643343E-01
   0.5772034      0.4732256E-01
   0.5661241      0.4818900E-01
   0.5550505      0.4903217E-01
   0.5439831      0.4985142E-01
   0.5329224      0.5064608E-01
   0.5218690      0.5141543E-01
   0.5108232      0.5215872E-01
   0.4997858      0.5287515E-01
   0.4887573      0.5356389E-01
   0.4777383      0.5422408E-01
   0.4667295      0.5485478E-01
   0.4557314      0.5545505E-01
   0.4447449      0.5602387E-01
   0.4337706      0.5656018E-01
   0.4228093      0.5706288E-01
   0.4118619      0.5753083E-01
   0.4009292      0.5796281E-01
   0.3900123      0.5835756E-01
   0.3791120      0.5871376E-01
   0.3682295      0.5903003E-01
   0.3573659      0.5930494E-01
   0.3465226      0.5953697E-01
   0.3357009      0.5972455E-01
   0.3249022      0.5986604E-01
   0.3141282      0.5995971E-01
   0.3033808      0.6000376E-01
   0.2926618      0.5999630E-01
   0.2819736      0.5993536E-01
   0.2713185      0.5981887E-01
   0.2606993      0.5964467E-01
   0.2501191      0.5941049E-01
   0.2395815      0.5911397E-01
   0.2290905      0.5875263E-01
   0.2186509      0.5832390E-01
   0.2082681      0.5782513E-01
   0.1979487      0.5725355E-01
   0.1877004      0.5660640E-01
   0.1775326      0.5588086E-01
   0.1674568      0.5507424E-01
   0.1574872      0.5418399E-01
   0.1476413      0.5320799E-01
   0.1379410      0.5214471E-01
   0.1284132      0.5099364E-01
   0.1190910      0.4975570E-01
   0.1100141      0.4843383E-01
   0.1012283      0.4703355E-01
   0.9278444E-01  0.4556340E-01
   0.8473467E-01  0.4403511E-01
   0.7712803E-01  0.4246316E-01
   0.7000468E-01  0.4086382E-01
   0.6339095E-01  0.3925367E-01
   0.5729644E-01  0.3764804E-01
   0.5171403E-01  0.3605970E-01
   0.4662244E-01  0.3449818E-01
   0.4199030E-01  0.3296963E-01
   0.3778050E-01  0.3147719E-01
   0.3395392E-01  0.3002160E-01
   0.3047213E-01  0.2860179E-01
   0.2729910E-01  0.2721548E-01
   0.2440214E-01  0.2585962E-01
   0.2175224E-01  0.2453068E-01
   0.1932405E-01  0.2322497E-01
   0.1709575E-01  0.2193868E-01
   0.1504867E-01  0.2066810E-01
   0.1316708E-01  0.1940957E-01
   0.1143783E-01  0.1815964E-01
   0.9850103E-02  0.1691501E-01
   0.8395167E-02  0.1567266E-01
   0.7066170E-02  0.1442987E-01
   0.5857957E-02  0.1318429E-01
   0.4766880E-02  0.1193410E-01
   0.3790601E-02  0.1067811E-01
   0.2927851E-02  0.9415939E-02
   0.2178124E-02  0.8148196E-02
   0.1541290E-02  0.6876625E-02
   0.1017121E-02  0.5604186E-02
   0.6047797E-03  0.4335060E-02
   0.3022958E-03  0.3074366E-02
   0.1062164E-03  0.1827860E-02
   0.1146257E-04  0.6021266E-03
   0.1146257E-04 -0.6021266E-03
   0.1062164E-03 -0.1827860E-02
   0.3022958E-03 -0.3074366E-02
   0.6047797E-03 -0.4335060E-02
   0.1017121E-02 -0.5604186E-02
   0.1541290E-02 -0.6876625E-02
   0.2178124E-02 -0.8148196E-02
   0.2927851E-02 -0.9415939E-02
   0.3790601E-02 -0.1067811E-01
   0.4766880E-02 -0.1193410E-01
   0.5857957E-02 -0.1318429E-01
   0.7066170E-02 -0.1442987E-01
   0.8395167E-02 -0.1567266E-01
   0.9850103E-02 -0.1691501E-01
   0.1143783E-01 -0.1815964E-01
   0.1316708E-01 -0.1940957E-01
   0.1504867E-01 -0.2066810E-01
   0.1709575E-01 -0.2193868E-01
   0.1932405E-01 -0.2322497E-01
   0.2175224E-01 -0.2453068E-01
   0.2440214E-01 -0.2585962E-01
   0.2729910E-01 -0.2721548E-01
   0.3047213E-01 -0.2860179E-01
   0.3395392E-01 -0.3002160E-01
   0.3778050E-01 -0.3147719E-01
   0.4199030E-01 -0.3296963E-01
   0.4662244E-01 -0.3449818E-01
   0.5171403E-01 -0.3605970E-01
   0.5729644E-01 -0.3764804E-01
   0.6339095E-01 -0.3925367E-01
   0.7000468E-01 -0.4086382E-01
   0.7712803E-01 -0.4246316E-01
   0.8473467E-01 -0.4403511E-01
   0.9278444E-01 -0.4556340E-01
   0.1012283     -0.4703355E-01
   0.1100141     -0.4843383E-01
   0.1190910     -0.4975570E-01
   0.1284132     -0.5099364E-01
   0.1379410     -0.5214471E-01
   0.1476413     -0.5320799E-01
   0.1574872     -0.5418399E-01
   0.1674568     -0.5507424E-01
   0.1775326     -0.5588086E-01
   0.1877004     -0.5660640E-01
   0.1979487     -0.5725355E-01
   0.2082681     -0.5782513E-01
   0.2186509     -0.5832390E-01
   0.2290905     -0.5875263E-01
   0.2395815     -0.5911397E-01
   0.2501191     -0.5941049E-01
   0.2606993     -0.5964467E-01
   0.2713185     -0.5981887E-01
   0.2819736     -0.5993536E-01
   0.2926618     -0.5999630E-01
   0.3033808     -0.6000376E-01
   0.3141282     -0.5995971E-01
   0.3249022     -0.5986604E-01
   0.3357009     -0.5972455E-01
   0.3465226     -0.5953697E-01
   0.3573659     -0.5930494E-01
   0.3682295     -0.5903003E-01
   0.3791120     -0.5871376E-01
   0.3900123     -0.5835756E-01
   0.4009292     -0.5796281E-01
   0.4118619     -0.5753083E-01
   0.4228093     -0.5706288E-01
   0.4337706     -0.5656018E-01
   0.4447449     -0.5602387E-01
