# Canonical merged NACA4412 V9 SST forceCoeffs history
# Restart overlap is resolved by retaining the later segment at duplicate iteration indices.
# Force coefficients
# liftDir       : (-3.48994967e-02 9.99390827e-01 0.00000000e+00)
# dragDir       : (9.99390827e-01 3.48994967e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.50000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-02
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
0               	-4.23971998e-03	5.09416302e-01	6.61929759e-03	-9.30071185e-04	7.54936878e-03
1               	1.62560648e+00	1.85310976e+00	3.10711467e+00	3.17916381e+00	-7.20491417e-02
2               	2.13111322e+00	2.04830213e+00	4.17619500e+00	4.21921072e+00	-4.30157209e-02
3               	1.87087645e+00	1.65339728e+00	3.70208357e+00	3.72191823e+00	-1.98346664e-02
4               	1.14803055e+00	9.42674640e-01	2.29791807e+00	2.29698959e+00	9.28482944e-04
5               	3.34095134e-01	2.26661424e-01	7.18901002e-01	6.93545635e-01	2.53553675e-02
6               	-3.09471134e-01	-2.97910016e-01	-5.05269958e-01	-5.62106114e-01	5.68361552e-02
7               	-6.35194811e-01	-5.45894941e-01	-1.09290578e+00	-1.18164770e+00	8.87419233e-02
8               	-6.57369873e-01	-5.43753191e-01	-1.08977169e+00	-1.20225572e+00	1.12484028e-01
9               	-4.94707198e-01	-3.93339438e-01	-7.65099075e-01	-8.77256735e-01	1.12157661e-01
10              	-2.19610514e-01	-1.63692323e-01	-2.38873577e-01	-3.39047302e-01	1.00173726e-01
11              	4.71000100e-02	4.33162588e-02	2.53586898e-01	1.73893459e-01	7.96934391e-02
12              	2.30659249e-01	1.79646285e-01	5.72678987e-01	5.16998742e-01	5.56802444e-02
13              	3.03802394e-01	2.30911276e-01	6.75395524e-01	6.41500156e-01	3.38953677e-02
14              	2.94275478e-01	2.17178345e-01	6.34267107e-01	6.11409031e-01	2.28580754e-02
15              	2.37441987e-01	1.68842901e-01	5.25444431e-01	5.00164202e-01	2.52802291e-02
16              	1.53187327e-01	1.06724877e-01	3.74865695e-01	3.40620174e-01	3.42455205e-02
17              	7.39858399e-02	5.07522957e-02	2.40461437e-01	1.94216558e-01	4.62448783e-02
18              	1.65170036e-02	1.06862600e-02	1.45138920e-01	8.90864637e-02	5.60524565e-02
19              	-7.71591652e-03	-8.27366482e-03	1.09694150e-01	4.71311585e-02	6.25629915e-02
20              	-4.21199145e-03	-9.64528132e-03	1.20322756e-01	5.59493864e-02	6.43733693e-02
21              	1.57242558e-02	-3.99396414e-04	1.54425845e-01	9.29371783e-02	6.14886668e-02
22              	4.44573349e-02	1.38866677e-02	2.01738698e-01	1.45326684e-01	5.64120142e-02
23              	7.33924833e-02	2.84307318e-02	2.49937063e-01	1.98361015e-01	5.15760483e-02
24              	9.44733737e-02	3.93309852e-02	2.85648879e-01	2.37297813e-01	4.83510658e-02
25              	1.05357863e-01	4.52645644e-02	3.05699512e-01	2.58207619e-01	4.74918928e-02
26              	1.07591780e-01	4.67693176e-02	3.13453293e-01	2.64318426e-01	4.91348665e-02
27              	1.03701136e-01	4.50922811e-02	3.12682803e-01	2.60042538e-01	5.26402652e-02
28              	9.61500750e-02	4.15315128e-02	3.06341634e-01	2.49320892e-01	5.70207418e-02
29              	8.77513126e-02	3.73573057e-02	2.97832806e-01	2.36667715e-01	6.11650902e-02
30              	8.05956011e-02	3.35738963e-02	2.89650600e-01	2.25420901e-01	6.42296987e-02
31              	7.61184627e-02	3.08418439e-02	2.83923046e-01	2.18079986e-01	6.58430603e-02
32              	7.42813671e-02	2.92714467e-02	2.80877893e-01	2.14720314e-01	6.61575794e-02
33              	7.45019124e-02	2.86462340e-02	2.79862610e-01	2.14433217e-01	6.54293924e-02
34              	7.63798390e-02	2.87414214e-02	2.81142062e-01	2.16950870e-01	6.41911920e-02
35              	7.93248661e-02	2.92623781e-02	2.84616786e-01	2.21633259e-01	6.29835270e-02
36              	8.25883009e-02	2.98918372e-02	2.89813919e-01	2.27495261e-01	6.23186588e-02
37              	8.56101730e-02	3.03798238e-02	2.96167902e-01	2.33694124e-01	6.24737779e-02
38              	8.73580903e-02	3.05455720e-02	3.01357145e-01	2.38036663e-01	6.33204821e-02
39              	8.85063328e-02	3.04390912e-02	3.06836301e-01	2.41924483e-01	6.49118178e-02
40              	8.87045733e-02	3.01069213e-02	3.10433009e-01	2.43921078e-01	6.65119310e-02
41              	8.84436009e-02	2.96483925e-02	3.13675910e-01	2.45281556e-01	6.83943542e-02
42              	8.78680901e-02	2.91718950e-02	3.15996082e-01	2.45866131e-01	7.01299509e-02
43              	8.72249414e-02	2.87742257e-02	3.17378697e-01	2.45914290e-01	7.14644071e-02
44              	8.67187974e-02	2.85070174e-02	3.18119740e-01	2.45778667e-01	7.23410725e-02
45              	8.64681330e-02	2.83664877e-02	3.18556804e-01	2.45746535e-01	7.28102688e-02
46              	8.64863197e-02	2.83401807e-02	3.19063786e-01	2.46018213e-01	7.30455732e-02
47              	8.67477893e-02	2.83810878e-02	3.19862223e-01	2.46678901e-01	7.31833221e-02
48              	8.71947055e-02	2.84501914e-02	3.21097957e-01	2.47743684e-01	7.33542732e-02
49              	8.77744795e-02	2.85169375e-02	3.22867204e-01	2.49208082e-01	7.36591227e-02
50              	8.84282420e-02	2.85495960e-02	3.25181448e-01	2.51018966e-01	7.41624821e-02
51              	8.91022534e-02	2.85194824e-02	3.28011858e-01	2.53108183e-01	7.49036757e-02
52              	8.96827357e-02	2.84013577e-02	3.31029182e-01	2.55197326e-01	7.58318550e-02
53              	9.01266069e-02	2.81913566e-02	3.34095244e-01	2.57174229e-01	7.69210150e-02
54              	9.03417984e-02	2.79410664e-02	3.36539385e-01	2.58611491e-01	7.79278940e-02
55              	9.04058811e-02	2.76581660e-02	3.38678744e-01	2.59745253e-01	7.89334908e-02
56              	9.03595802e-02	2.74236933e-02	3.40076850e-01	2.60398005e-01	7.96788447e-02
57              	9.02737167e-02	2.72222658e-02	3.41192527e-01	2.60869980e-01	8.03225466e-02
58              	9.01976674e-02	2.70668845e-02	3.42163114e-01	2.61279225e-01	8.08838897e-02
59              	9.01704721e-02	2.69636816e-02	3.43084283e-01	2.61712614e-01	8.13716696e-02
60              	9.02226895e-02	2.69161588e-02	3.44091843e-01	2.62268611e-01	8.18232319e-02
61              	9.03480815e-02	2.69033289e-02	3.45120394e-01	2.62908279e-01	8.22121157e-02
62              	9.05895956e-02	2.69380916e-02	3.46423772e-01	2.63801482e-01	8.26222904e-02
63              	9.08169782e-02	2.69436182e-02	3.47560334e-01	2.64597145e-01	8.29631888e-02
64              	9.10596956e-02	2.69335572e-02	3.48717012e-01	2.65418201e-01	8.32988102e-02
65              	9.12895670e-02	2.68965374e-02	3.49841540e-01	2.66210337e-01	8.36312030e-02
66              	9.15465094e-02	2.68410306e-02	3.51131909e-01	2.67112464e-01	8.40194449e-02
67              	9.17768144e-02	2.67534212e-02	3.52402921e-01	2.67978275e-01	8.44246461e-02
68              	9.19727618e-02	2.66347156e-02	3.53631672e-01	2.68788598e-01	8.48430744e-02
69              	9.21367017e-02	2.64868847e-02	3.54834391e-01	2.69553897e-01	8.52804937e-02
70              	9.22564601e-02	2.63153915e-02	3.55940621e-01	2.70226770e-01	8.57138503e-02
71              	9.23349750e-02	2.61258333e-02	3.56947088e-01	2.70808519e-01	8.61385691e-02
72              	9.23652281e-02	2.59448399e-02	3.57708510e-01	2.71219483e-01	8.64890270e-02
73              	9.23721591e-02	2.57740198e-02	3.58337856e-01	2.71541087e-01	8.67967688e-02
74              	9.23723315e-02	2.56068236e-02	3.58971272e-01	2.71857967e-01	8.71133045e-02
75              	9.23768388e-02	2.54577438e-02	3.59581857e-01	2.72167767e-01	8.74140897e-02
76              	9.24029506e-02	2.53158280e-02	3.60377556e-01	2.72591729e-01	8.77858275e-02
77              	9.24500707e-02	2.51978763e-02	3.61207954e-01	2.73054048e-01	8.81539061e-02
78              	9.25128771e-02	2.50981341e-02	3.62055949e-01	2.73540852e-01	8.85150976e-02
79              	9.25929849e-02	2.50094916e-02	3.62987786e-01	2.74086878e-01	8.89009080e-02
80              	9.26850463e-02	2.49247568e-02	3.64012047e-01	2.74691070e-01	8.93209774e-02
81              	9.27853905e-02	2.48378474e-02	3.65150603e-01	2.75360692e-01	8.97899112e-02
82              	9.28685745e-02	2.47435117e-02	3.66240221e-01	2.75988685e-01	9.02515361e-02
83              	9.29408851e-02	2.46389659e-02	3.67364875e-01	2.76623323e-01	9.07415526e-02
84              	9.29982935e-02	2.45229205e-02	3.68513271e-01	2.77254929e-01	9.12583418e-02
85              	9.30376389e-02	2.43959020e-02	3.69665630e-01	2.77870454e-01	9.17951758e-02
86              	9.30588757e-02	2.42572867e-02	3.70840792e-01	2.78479272e-01	9.23615205e-02
87              	9.30578295e-02	2.41120695e-02	3.71972585e-01	2.79044122e-01	9.29284630e-02
88              	9.30355682e-02	2.39523675e-02	3.73154390e-01	2.79612763e-01	9.35416266e-02
89              	9.29929409e-02	2.38029017e-02	3.74157556e-01	2.80071719e-01	9.40858373e-02
90              	9.29375761e-02	2.36681015e-02	3.74995075e-01	2.80435114e-01	9.45599615e-02
91              	9.28758994e-02	2.35473299e-02	3.75729155e-01	2.80740477e-01	9.49886783e-02
92              	9.28155080e-02	2.34423622e-02	3.76377639e-01	2.81004328e-01	9.53733114e-02
