#      x          Cp  
     1.00000    0.28152
     0.99476    0.25050
     0.98801    0.22053
     0.98047    0.18790
     0.97219    0.15397
     0.96326    0.11981
     0.95381    0.08653
     0.94396    0.05487
     0.93384    0.02517
     0.92354   -0.00252
     0.91311   -0.02829
     0.90259   -0.05233
     0.89202   -0.07483
     0.88141   -0.09598
     0.87077   -0.11592
     0.86012   -0.13481
     0.84944   -0.15277
     0.83875   -0.16988
     0.82804   -0.18623
     0.81733   -0.20190
     0.80660   -0.21692
     0.79586   -0.23136
     0.78512   -0.24523
     0.77436   -0.25857
     0.76360   -0.27139
     0.75283   -0.28368
     0.74206   -0.29544
     0.73128   -0.30664
     0.72049   -0.31725
     0.70969   -0.32721
     0.69890   -0.33647
     0.68809   -0.34505
     0.67728   -0.35321
     0.66647   -0.36205
     0.65566   -0.37490
     0.64484   -0.39864
     0.63402   -0.43848
     0.62320   -0.48022
     0.61238   -0.48360
     0.60155   -0.48907
     0.59073   -0.49546
     0.57990   -0.50241
     0.56908   -0.50976
     0.55826   -0.51747
     0.54744   -0.52551
     0.53662   -0.53386
     0.52581   -0.54250
     0.51500   -0.55143
     0.50419   -0.56063
     0.49339   -0.57011
     0.48260   -0.57986
     0.47182   -0.58990
     0.46105   -0.60023
     0.45029   -0.61088
     0.43955   -0.62190
     0.42883   -0.63336
     0.41815   -0.64533
     0.40752   -0.65816
     0.39696   -0.67192
     0.38649   -0.68447
     0.37607   -0.69535
     0.36568   -0.70514
     0.35532   -0.71379
     0.34499   -0.72144
     0.33468   -0.72813
     0.32439   -0.73391
     0.31413   -0.73880
     0.30389   -0.74283
     0.29368   -0.74600
     0.28349   -0.74831
     0.27334   -0.74976
     0.26322   -0.75034
     0.25313   -0.75004
     0.24308   -0.74883
     0.23308   -0.74668
     0.22312   -0.74358
     0.21321   -0.73949
     0.20336   -0.73437
     0.19356   -0.72818
     0.18384   -0.72087
     0.17419   -0.71240
     0.16462   -0.70269
     0.15515   -0.69170
     0.14579   -0.67934
     0.13655   -0.66555
     0.12745   -0.65024
     0.11852   -0.63333
     0.10978   -0.61475
     0.10128   -0.59442
     0.09304   -0.57230
     0.08512   -0.54834
     0.07755   -0.52256
     0.07039   -0.49499
     0.06367   -0.46571
     0.05743   -0.43482
     0.05166   -0.40244
     0.04638   -0.36865
     0.04157   -0.33354
     0.03719   -0.29713
     0.03323   -0.25943
     0.02964   -0.22038
     0.02639   -0.17988
     0.02344   -0.13780
     0.02077   -0.09399
     0.01833   -0.04826
     0.01612   -0.00040
     0.01410    0.04979
     0.01226    0.10254
     0.01059    0.15803
     0.00906    0.21647
     0.00767    0.27798
     0.00640    0.34261
     0.00526    0.41025
     0.00423    0.48065
     0.00332    0.55325
     0.00251    0.62710
     0.00180    0.70083
     0.00120    0.77248
     0.00070    0.83955
     0.00030    0.89889
     0.00001    0.94729
    -0.00019    0.98133
    -0.00029    0.99833
    -0.00029    0.99670
    -0.00020    0.97476
    -0.00001    0.93101
     0.00029    0.86542
     0.00071    0.77976
     0.00124    0.67846
     0.00189    0.56719
     0.00267    0.45241
     0.00356    0.33973
     0.00458    0.23360
     0.00572    0.13687
     0.00697    0.05099
     0.00835   -0.02373
     0.00985   -0.08766
     0.01148   -0.14160
     0.01324   -0.18653
     0.01515   -0.22349
     0.01721   -0.25349
     0.01944   -0.27740
     0.02185   -0.29602
     0.02447   -0.31003
     0.02732   -0.32000
     0.03042   -0.32642
     0.03381   -0.32967
     0.03752   -0.33010
     0.04160   -0.32798
     0.04609   -0.32354
     0.05104   -0.31698
     0.05649   -0.30850
     0.06248   -0.29830
     0.06904   -0.28658
     0.07618   -0.27359
     0.08389   -0.25960
     0.09214   -0.24487
     0.10088   -0.22968
     0.11005   -0.21429
     0.11959   -0.19890
     0.12944   -0.18368
     0.13954   -0.16877
     0.14986   -0.15425
     0.16036   -0.14018
     0.17100   -0.12661
     0.18177   -0.11355
     0.19265   -0.10102
     0.20362   -0.08903
     0.21467   -0.07756
     0.22579   -0.06664
     0.23698   -0.05623
     0.24823   -0.04635
     0.25953   -0.03698
     0.27087   -0.02813
     0.28224   -0.01979
     0.29362   -0.01197
     0.30501   -0.00468
     0.31638    0.00206
     0.32773    0.00824
     0.33906    0.01383
     0.35036    0.01877
     0.36165    0.02298
     0.37293    0.02630
     0.38420    0.02850
     0.39548    0.02894
     0.40679    0.02666
     0.41813    0.03319
     0.42949    0.04365
     0.44087    0.05287
     0.45227    0.05820
     0.46368    0.06091
     0.47511    0.06262
     0.48654    0.06416
     0.49799    0.06582
     0.50944    0.06769
     0.52088    0.06974
     0.53232    0.07194
     0.54375    0.07425
     0.55518    0.07663
     0.56660    0.07907
     0.57801    0.08152
     0.58941    0.08399
     0.60080    0.08645
     0.61219    0.08888
     0.62358    0.09129
     0.63496    0.09367
     0.64633    0.09601
     0.65770    0.09830
     0.66906    0.10055
     0.68043    0.10276
     0.69178    0.10492
     0.70314    0.10705
     0.71450    0.10913
     0.72585    0.11117
     0.73720    0.11318
     0.74855    0.11516
     0.75990    0.11712
     0.77125    0.11907
     0.78260    0.12101
     0.79395    0.12295
     0.80530    0.12492
     0.81665    0.12691
     0.82800    0.12896
     0.83935    0.13107
     0.85069    0.13328
     0.86204    0.13561
     0.87338    0.13810
     0.88470    0.14080
     0.89601    0.14376
     0.90727    0.14705
     0.91845    0.15078
     0.92952    0.15507
     0.94040    0.16007
     0.95099    0.16599
     0.96113    0.17311
     0.97069    0.18186
     0.97950    0.19280
     0.98746    0.20773
     0.99454    0.22691
     1.00000    0.28152
