#      x          Cp  
     1.00000   -0.10419
     0.99476   -0.10549
     0.98801   -0.10753
     0.98047   -0.10986
     0.97219   -0.11246
     0.96326   -0.11531
     0.95381   -0.11837
     0.94396   -0.12160
     0.93384   -0.12496
     0.92354   -0.12844
     0.91311   -0.13201
     0.90259   -0.13565
     0.89202   -0.13938
     0.88141   -0.14317
     0.87077   -0.14702
     0.86012   -0.15094
     0.84944   -0.15492
     0.83875   -0.15896
     0.82804   -0.16305
     0.81733   -0.16720
     0.80660   -0.17141
     0.79586   -0.17566
     0.78512   -0.17996
     0.77436   -0.18429
     0.76360   -0.18865
     0.75283   -0.19303
     0.74206   -0.19738
     0.73128   -0.20167
     0.72049   -0.20582
     0.70969   -0.20968
     0.69890   -0.21302
     0.68809   -0.21535
     0.67728   -0.21614
     0.66647   -0.21856
     0.65566   -0.22907
     0.64484   -0.24324
     0.63402   -0.26091
     0.62320   -0.28185
     0.61238   -0.30579
     0.60155   -0.33243
     0.59073   -0.36143
     0.57990   -0.39244
     0.56908   -0.42514
     0.55826   -0.45921
     0.54744   -0.49436
     0.53662   -0.53036
     0.52581   -0.56703
     0.51500   -0.60422
     0.50419   -0.64184
     0.49339   -0.67983
     0.48260   -0.71820
     0.47182   -0.75696
     0.46105   -0.79617
     0.45029   -0.83594
     0.43955   -0.87639
     0.42883   -0.91773
     0.41815   -0.96015
     0.40752   -1.00443
     0.39696   -1.05081
     0.38649   -1.09610
     0.37607   -1.13991
     0.36568   -1.18317
     0.35532   -1.22588
     0.34499   -1.26825
     0.33468   -1.31039
     0.32439   -1.35242
     0.31413   -1.39443
     0.30389   -1.43651
     0.29368   -1.47876
     0.28349   -1.52125
     0.27334   -1.56409
     0.26322   -1.60736
     0.25313   -1.65118
     0.24308   -1.69563
     0.23308   -1.74086
     0.22312   -1.78698
     0.21321   -1.83414
     0.20336   -1.88251
     0.19356   -1.93226
     0.18384   -1.98361
     0.17419   -2.03679
     0.16462   -2.09205
     0.15515   -2.14971
     0.14579   -2.21009
     0.13655   -2.27357
     0.12745   -2.34055
     0.11852   -2.41149
     0.10978   -2.48684
     0.10128   -2.56708
     0.09304   -2.65263
     0.08512   -2.74386
     0.07755   -2.84102
     0.07039   -2.94418
     0.06367   -3.05320
     0.05743   -3.16769
     0.05166   -3.28704
     0.04638   -3.41024
     0.04157   -3.53590
     0.03719   -3.66187
     0.03323   -3.78482
     0.02964   -3.90012
     0.02639   -4.00595
     0.02344   -4.13551
     0.02077   -4.49935
     0.01833   -5.41081
     0.01612   -5.48224
     0.01410   -5.54656
     0.01226   -5.61317
     0.01059   -5.68985
     0.00906   -5.78407
     0.00767   -5.90179
     0.00640   -6.04308
     0.00526   -6.20999
     0.00423   -6.39398
     0.00332   -6.57845
     0.00251   -6.74767
     0.00180   -6.88802
     0.00120   -6.98656
     0.00070   -7.03064
     0.00030   -7.00778
     0.00001   -6.90698
    -0.00019   -6.72178
    -0.00029   -6.45257
    -0.00029   -6.10057
    -0.00020   -5.66686
    -0.00001   -5.16439
     0.00029   -4.61559
     0.00071   -4.02601
     0.00124   -3.41304
     0.00189   -2.80108
     0.00267   -2.21447
     0.00356   -1.67275
     0.00458   -1.18810
     0.00572   -0.76579
     0.00697   -0.40564
     0.00835   -0.10375
     0.00985    0.14579
     0.01148    0.34963
     0.01324    0.51428
     0.01515    0.64581
     0.01721    0.74947
     0.01944    0.82995
     0.02185    0.89093
     0.02447    0.93584
     0.02732    0.96709
     0.03042    0.98710
     0.03381    0.99749
     0.03752    0.99990
     0.04160    0.99552
     0.04609    0.98548
     0.05104    0.97065
     0.05649    0.95198
     0.06248    0.93020
     0.06904    0.90618
     0.07618    0.88063
     0.08389    0.85431
     0.09214    0.82786
     0.10088    0.80184
     0.11005    0.77669
     0.11959    0.75270
     0.12944    0.73005
     0.13954    0.70880
     0.14986    0.68897
     0.16036    0.67051
     0.17100    0.65334
     0.18177    0.63736
     0.19265    0.62248
     0.20362    0.60860
     0.21467    0.59562
     0.22579    0.58345
     0.23698    0.57201
     0.24823    0.56120
     0.25953    0.55097
     0.27087    0.54123
     0.28224    0.53192
     0.29362    0.52299
     0.30501    0.51438
     0.31638    0.50604
     0.32773    0.49791
     0.33906    0.48991
     0.35036    0.48199
     0.36165    0.47405
     0.37293    0.46599
     0.38420    0.45768
     0.39548    0.44879
     0.40679    0.43864
     0.41813    0.42918
     0.42949    0.42058
     0.44087    0.41248
     0.45227    0.40481
     0.46368    0.39745
     0.47511    0.39034
     0.48654    0.38343
     0.49799    0.37669
     0.50944    0.37007
     0.52088    0.36357
     0.53232    0.35715
     0.54375    0.35080
     0.55518    0.34450
     0.56660    0.33823
     0.57801    0.33197
     0.58941    0.32570
     0.60080    0.31942
     0.61219    0.31311
     0.62358    0.30675
     0.63496    0.30033
     0.64633    0.29383
     0.65770    0.28725
     0.66906    0.28055
     0.68043    0.27374
     0.69178    0.26678
     0.70314    0.25967
     0.71450    0.25239
     0.72585    0.24492
     0.73720    0.23723
     0.74855    0.22930
     0.75990    0.22111
     0.77125    0.21263
     0.78260    0.20383
     0.79395    0.19466
     0.80530    0.18509
     0.81665    0.17507
     0.82800    0.16454
     0.83935    0.15343
     0.85069    0.14167
     0.86204    0.12913
     0.87338    0.11572
     0.88470    0.10127
     0.89601    0.08558
     0.90727    0.06843
     0.91845    0.04949
     0.92952    0.02837
     0.94040    0.00455
     0.95099   -0.02261
     0.96113   -0.05400
     0.97069   -0.09059
     0.97950   -0.13436
     0.98746   -0.17999
     0.99454   -0.24594
     1.00000   -0.10419
