#      x          Cp  
     1.00000    0.15800
     0.99476    0.16133
     0.98801    0.15944
     0.98047    0.15407
     0.97219    0.14608
     0.96326    0.13520
     0.95381    0.12133
     0.94396    0.10458
     0.93384    0.08522
     0.92354    0.06363
     0.91311    0.04023
     0.90259    0.01548
     0.89202   -0.01022
     0.88141   -0.03647
     0.87077   -0.06298
     0.86012   -0.08949
     0.84944   -0.11581
     0.83875   -0.14182
     0.82804   -0.16741
     0.81733   -0.19256
     0.80660   -0.21722
     0.79586   -0.24140
     0.78512   -0.26512
     0.77436   -0.28839
     0.76360   -0.31125
     0.75283   -0.33372
     0.74206   -0.35584
     0.73128   -0.37765
     0.72049   -0.39917
     0.70969   -0.42044
     0.69890   -0.44149
     0.68809   -0.46235
     0.67728   -0.48306
     0.66647   -0.50363
     0.65566   -0.52410
     0.64484   -0.54449
     0.63402   -0.56482
     0.62320   -0.58513
     0.61238   -0.60543
     0.60155   -0.62575
     0.59073   -0.64611
     0.57990   -0.66654
     0.56908   -0.68707
     0.55826   -0.70771
     0.54744   -0.72851
     0.53662   -0.74948
     0.52581   -0.77066
     0.51500   -0.79208
     0.50419   -0.81379
     0.49339   -0.83584
     0.48260   -0.85826
     0.47182   -0.88114
     0.46105   -0.90455
     0.45029   -0.92861
     0.43955   -0.95343
     0.42883   -0.97930
     0.41815   -1.00635
     0.40752   -1.03596
     0.39696   -1.06875
     0.38649   -1.09884
     0.37607   -1.12610
     0.36568   -1.15243
     0.35532   -1.17774
     0.34499   -1.20233
     0.33468   -1.22630
     0.32439   -1.24973
     0.31413   -1.27266
     0.30389   -1.29513
     0.29368   -1.31715
     0.28349   -1.33871
     0.27334   -1.35978
     0.26322   -1.38030
     0.25313   -1.40018
     0.24308   -1.41929
     0.23308   -1.43742
     0.22312   -1.45443
     0.21321   -1.47065
     0.20336   -1.48855
     0.19356   -1.51760
     0.18384   -1.57320
     0.17419   -1.63694
     0.16462   -1.64980
     0.15515   -1.66623
     0.14579   -1.68671
     0.13655   -1.70972
     0.12745   -1.73477
     0.11852   -1.76169
     0.10978   -1.79048
     0.10128   -1.82120
     0.09304   -1.85395
     0.08512   -1.88883
     0.07755   -1.92590
     0.07039   -1.96517
     0.06367   -2.00659
     0.05743   -2.05002
     0.05166   -2.09527
     0.04638   -2.14212
     0.04157   -2.19032
     0.03719   -2.23964
     0.03323   -2.28987
     0.02964   -2.34081
     0.02639   -2.39226
     0.02344   -2.44402
     0.02077   -2.49585
     0.01833   -2.54749
     0.01612   -2.59857
     0.01410   -2.64861
     0.01226   -2.69702
     0.01059   -2.74300
     0.00906   -2.78550
     0.00767   -2.82315
     0.00640   -2.85423
     0.00526   -2.87665
     0.00423   -2.88763
     0.00332   -2.88391
     0.00251   -2.86176
     0.00180   -2.81690
     0.00120   -2.74478
     0.00070   -2.64128
     0.00030   -2.50317
     0.00001   -2.32871
    -0.00019   -2.11936
    -0.00029   -1.88049
    -0.00029   -1.61545
    -0.00020   -1.32652
    -0.00001   -1.02323
     0.00029   -0.71856
     0.00071   -0.41912
     0.00124   -0.13494
     0.00189    0.12358
     0.00267    0.34868
     0.00356    0.53616
     0.00458    0.68600
     0.00572    0.80035
     0.00697    0.88385
     0.00835    0.94083
     0.00985    0.97654
     0.01148    0.99494
     0.01324    0.99998
     0.01515    0.99460
     0.01721    0.98134
     0.01944    0.96205
     0.02185    0.93836
     0.02447    0.91137
     0.02732    0.88209
     0.03042    0.85116
     0.03381    0.81920
     0.03752    0.78664
     0.04160    0.75386
     0.04609    0.72119
     0.05104    0.68892
     0.05649    0.65736
     0.06248    0.62682
     0.06904    0.59758
     0.07618    0.56993
     0.08389    0.54411
     0.09214    0.52030
     0.10088    0.49861
     0.11005    0.47904
     0.11959    0.46153
     0.12944    0.44595
     0.13954    0.43216
     0.14986    0.41997
     0.16036    0.40920
     0.17100    0.39968
     0.18177    0.39126
     0.19265    0.38380
     0.20362    0.37715
     0.21467    0.37121
     0.22579    0.36587
     0.23698    0.36104
     0.24823    0.35665
     0.25953    0.35261
     0.27087    0.34885
     0.28224    0.34533
     0.29362    0.34197
     0.30501    0.33874
     0.31638    0.33556
     0.32773    0.33240
     0.33906    0.32919
     0.35036    0.32587
     0.36165    0.32237
     0.37293    0.31858
     0.38420    0.31437
     0.39548    0.30940
     0.40679    0.30304
     0.41813    0.29740
     0.42949    0.29266
     0.44087    0.28845
     0.45227    0.28466
     0.46368    0.28122
     0.47511    0.27804
     0.48654    0.27508
     0.49799    0.27228
     0.50944    0.26963
     0.52088    0.26709
     0.53232    0.26465
     0.54375    0.26227
     0.55518    0.25995
     0.56660    0.25767
     0.57801    0.25541
     0.58941    0.25317
     0.60080    0.25094
     0.61219    0.24870
     0.62358    0.24645
     0.63496    0.24418
     0.64633    0.24188
     0.65770    0.23955
     0.66906    0.23717
     0.68043    0.23475
     0.69178    0.23228
     0.70314    0.22975
     0.71450    0.22715
     0.72585    0.22449
     0.73720    0.22175
     0.74855    0.21892
     0.75990    0.21601
     0.77125    0.21300
     0.78260    0.20989
     0.79395    0.20667
     0.80530    0.20332
     0.81665    0.19985
     0.82800    0.19623
     0.83935    0.19246
     0.85069    0.18851
     0.86204    0.18437
     0.87338    0.18001
     0.88470    0.17539
     0.89601    0.17049
     0.90727    0.16524
     0.91845    0.15960
     0.92952    0.15348
     0.94040    0.14680
     0.95099    0.13945
     0.96113    0.13135
     0.97069    0.12254
     0.97950    0.11314
     0.98746    0.10620
     0.99454    0.10050
     1.00000    0.15800
