#      x          Cp  
     1.00000   -0.06631
     0.99476   -0.06752
     0.98801   -0.06950
     0.98047   -0.07176
     0.97219   -0.07430
     0.96326   -0.07707
     0.95381   -0.08005
     0.94396   -0.08319
     0.93384   -0.08645
     0.92354   -0.08982
     0.91311   -0.09326
     0.90259   -0.09677
     0.89202   -0.10034
     0.88141   -0.10396
     0.87077   -0.10762
     0.86012   -0.11132
     0.84944   -0.11506
     0.83875   -0.11881
     0.82804   -0.12258
     0.81733   -0.12634
     0.80660   -0.13006
     0.79586   -0.13370
     0.78512   -0.13716
     0.77436   -0.14029
     0.76360   -0.14282
     0.75283   -0.14428
     0.74206   -0.14441
     0.73128   -0.14817
     0.72049   -0.15808
     0.70969   -0.17113
     0.69890   -0.18718
     0.68809   -0.20603
     0.67728   -0.22744
     0.66647   -0.25117
     0.65566   -0.27692
     0.64484   -0.30441
     0.63402   -0.33335
     0.62320   -0.36346
     0.61238   -0.39449
     0.60155   -0.42624
     0.59073   -0.45851
     0.57990   -0.49117
     0.56908   -0.52411
     0.55826   -0.55725
     0.54744   -0.59055
     0.53662   -0.62400
     0.52581   -0.65759
     0.51500   -0.69135
     0.50419   -0.72531
     0.49339   -0.75954
     0.48260   -0.79409
     0.47182   -0.82905
     0.46105   -0.86453
     0.45029   -0.90064
     0.43955   -0.93753
     0.42883   -0.97544
     0.41815   -1.01457
     0.40752   -1.05578
     0.39696   -1.09937
     0.38649   -1.14167
     0.37607   -1.18231
     0.36568   -1.22238
     0.35532   -1.26188
     0.34499   -1.30105
     0.33468   -1.33999
     0.32439   -1.37882
     0.31413   -1.41762
     0.30389   -1.45650
     0.29368   -1.49552
     0.28349   -1.53476
     0.27334   -1.57431
     0.26322   -1.61425
     0.25313   -1.65468
     0.24308   -1.69569
     0.23308   -1.73738
     0.22312   -1.77989
     0.21321   -1.82333
     0.20336   -1.86785
     0.19356   -1.91363
     0.18384   -1.96085
     0.17419   -2.00972
     0.16462   -2.06048
     0.15515   -2.11341
     0.14579   -2.16880
     0.13655   -2.22700
     0.12745   -2.28838
     0.11852   -2.35334
     0.10978   -2.42229
     0.10128   -2.49566
     0.09304   -2.57381
     0.08512   -2.65707
     0.07755   -2.74561
     0.07039   -2.83944
     0.06367   -2.93837
     0.05743   -3.04190
     0.05166   -3.14924
     0.04638   -3.25914
     0.04157   -3.36970
     0.03719   -3.47792
     0.03323   -3.57955
     0.02964   -3.67199
     0.02639   -3.77778
     0.02344   -4.06406
     0.02077   -4.86914
     0.01833   -4.94032
     0.01612   -5.00498
     0.01410   -5.07166
     0.01226   -5.14711
     0.01059   -5.23730
     0.00906   -5.34645
     0.00767   -5.47435
     0.00640   -5.62275
     0.00526   -5.78590
     0.00423   -5.95231
     0.00332   -6.11026
     0.00251   -6.24919
     0.00180   -6.35877
     0.00120   -6.42798
     0.00070   -6.44558
     0.00030   -6.40039
     0.00001   -6.28271
    -0.00019   -6.08723
    -0.00029   -5.81522
    -0.00029   -5.46824
    -0.00020   -5.04756
    -0.00001   -4.56586
     0.00029   -4.04444
     0.00071   -3.48926
     0.00124   -2.91697
     0.00189   -2.35018
     0.00267   -1.81102
     0.00356   -1.31684
     0.00458   -0.87802
     0.00572   -0.49860
     0.00697   -0.17765
     0.00835    0.08901
     0.00985    0.30729
     0.01148    0.48360
     0.01324    0.62420
     0.01515    0.73470
     0.01721    0.82019
     0.01944    0.88473
     0.02185    0.93211
     0.02447    0.96501
     0.02732    0.98609
     0.03042    0.99714
     0.03381    0.99994
     0.03752    0.99579
     0.04160    0.98588
     0.04609    0.97109
     0.05104    0.95239
     0.05649    0.93045
     0.06248    0.90613
     0.06904    0.88008
     0.07618    0.85305
     0.08389    0.82567
     0.09214    0.79856
     0.10088    0.77220
     0.11005    0.74696
     0.11959    0.72309
     0.12944    0.70072
     0.13954    0.67988
     0.14986    0.66054
     0.16036    0.64263
     0.17100    0.62605
     0.18177    0.61070
     0.19265    0.59646
     0.20362    0.58324
     0.21467    0.57092
     0.22579    0.55941
     0.23698    0.54861
     0.24823    0.53845
     0.25953    0.52885
     0.27087    0.51973
     0.28224    0.51104
     0.29362    0.50271
     0.30501    0.49468
     0.31638    0.48691
     0.32773    0.47933
     0.33906    0.47187
     0.35036    0.46447
     0.36165    0.45704
     0.37293    0.44948
     0.38420    0.44164
     0.39548    0.43321
     0.40679    0.42350
     0.41813    0.41450
     0.42949    0.40637
     0.44087    0.39875
     0.45227    0.39155
     0.46368    0.38468
     0.47511    0.37806
     0.48654    0.37165
     0.49799    0.36540
     0.50944    0.35929
     0.52088    0.35329
     0.53232    0.34739
     0.54375    0.34155
     0.55518    0.33576
     0.56660    0.33000
     0.57801    0.32426
     0.58941    0.31853
     0.60080    0.31278
     0.61219    0.30700
     0.62358    0.30119
     0.63496    0.29532
     0.64633    0.28938
     0.65770    0.28336
     0.66906    0.27725
     0.68043    0.27102
     0.69178    0.26467
     0.70314    0.25818
     0.71450    0.25153
     0.72585    0.24470
     0.73720    0.23768
     0.74855    0.23045
     0.75990    0.22297
     0.77125    0.21523
     0.78260    0.20719
     0.79395    0.19883
     0.80530    0.19010
     0.81665    0.18095
     0.82800    0.17134
     0.83935    0.16121
     0.85069    0.15047
     0.86204    0.13904
     0.87338    0.12680
     0.88470    0.11361
     0.89601    0.09929
     0.90727    0.08363
     0.91845    0.06633
     0.92952    0.04702
     0.94040    0.02522
     0.95099    0.00033
     0.96113   -0.02846
     0.97069   -0.06207
     0.97950   -0.10230
     0.98746   -0.14406
     0.99454   -0.20413
     1.00000   -0.06631
