# Force coefficients
# liftDir       : (-2.67238144e-01 9.63630518e-01 0.00000000e+00)
# dragDir       : (9.63630518e-01 2.67238144e-01 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.50000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-02
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
5015            	-2.58851795e-02	5.12853384e-02	1.35900780e+00	6.53618721e-01	7.05389080e-01
5016            	-2.57542762e-02	5.13756958e-02	1.35949187e+00	6.53991658e-01	7.05500211e-01
5017            	-2.55130915e-02	5.16350220e-02	1.36039349e+00	6.54683653e-01	7.05709836e-01
5018            	-2.53340971e-02	5.18563979e-02	1.36113918e+00	6.55235491e-01	7.05903685e-01
5019            	-2.52230812e-02	5.20266149e-02	1.36168395e+00	6.55618896e-01	7.06065058e-01
5020            	-2.51571597e-02	5.21610927e-02	1.36212255e+00	6.55904115e-01	7.06218434e-01
5021            	-2.51360055e-02	5.22525800e-02	1.36242910e+00	6.56078543e-01	7.06350554e-01
5022            	-2.51626409e-02	5.22735038e-02	1.36252817e+00	6.56101442e-01	7.06426724e-01
5023            	-2.52278298e-02	5.22209113e-02	1.36241200e+00	6.55978168e-01	7.06433828e-01
5024            	-2.53096241e-02	5.21198662e-02	1.36214035e+00	6.55760552e-01	7.06379800e-01
5025            	-2.54058586e-02	5.19740042e-02	1.36173069e+00	6.55459488e-01	7.06271205e-01
5026            	-2.54898877e-02	5.18313641e-02	1.36131794e+00	6.55169083e-01	7.06148858e-01
5027            	-2.55694030e-02	5.16818872e-02	1.36087827e+00	6.54869732e-01	7.06008537e-01
5028            	-2.56531190e-02	5.15149621e-02	1.36037066e+00	6.54532212e-01	7.05838450e-01
5029            	-2.57220627e-02	5.13763632e-02	1.35993088e+00	6.54243379e-01	7.05687504e-01
5030            	-2.57752245e-02	5.12745208e-02	1.35958923e+00	6.54019388e-01	7.05569837e-01
5031            	-2.58089353e-02	5.12175848e-02	1.35938391e+00	6.53883022e-01	7.05500892e-01
5032            	-2.58310118e-02	5.11929240e-02	1.35927882e+00	6.53808401e-01	7.05470424e-01
5033            	-2.58431383e-02	5.11958524e-02	1.35926684e+00	6.53790282e-01	7.05476558e-01
5034            	-2.58465649e-02	5.12200389e-02	1.35933528e+00	6.53821075e-01	7.05514205e-01
5035            	-2.58427422e-02	5.12568070e-02	1.35946341e+00	6.53888962e-01	7.05574447e-01
5036            	-2.58339436e-02	5.12952888e-02	1.35962083e+00	6.53976473e-01	7.05644360e-01
5037            	-2.58255793e-02	5.13202017e-02	1.35975533e+00	6.54052088e-01	7.05703246e-01
5038            	-2.58182930e-02	5.13306933e-02	1.35986232e+00	6.54112868e-01	7.05749454e-01
5039            	-2.58148839e-02	5.13222622e-02	1.35992242e+00	6.54146325e-01	7.05776093e-01
5040            	-2.58171534e-02	5.12941325e-02	1.35992701e+00	6.54146352e-01	7.05780659e-01
5041            	-2.58256597e-02	5.12488622e-02	1.35987834e+00	6.54113511e-01	7.05764831e-01
5042            	-2.58398407e-02	5.11912750e-02	1.35978739e+00	6.54053856e-01	7.05733538e-01
5043            	-2.58581815e-02	5.11275043e-02	1.35967116e+00	6.53977396e-01	7.05693759e-01
5044            	-2.58784230e-02	5.10641183e-02	1.35954990e+00	6.53896528e-01	7.05653374e-01
5045            	-2.58979821e-02	5.10071862e-02	1.35944385e+00	6.53823941e-01	7.05619905e-01
5046            	-2.59142444e-02	5.09616020e-02	1.35937020e+00	6.53770855e-01	7.05599344e-01
5047            	-2.59244094e-02	5.09338067e-02	1.35934027e+00	6.53745726e-01	7.05594545e-01
5048            	-2.59291249e-02	5.09183144e-02	1.35935208e+00	6.53746914e-01	7.05605164e-01
5049            	-2.59260383e-02	5.09161133e-02	1.35942343e+00	6.53785676e-01	7.05637753e-01
5050            	-2.59156300e-02	5.09273991e-02	1.35953925e+00	6.53853997e-01	7.05685256e-01
5051            	-2.59026200e-02	5.09450180e-02	1.35966141e+00	6.53928085e-01	7.05733325e-01
5052            	-2.58789227e-02	5.09783969e-02	1.35984744e+00	6.54044800e-01	7.05802645e-01
5053            	-2.58506889e-02	5.10191155e-02	1.36005162e+00	6.54175119e-01	7.05876496e-01
5054            	-2.58193820e-02	5.10649262e-02	1.36026466e+00	6.54312950e-01	7.05951714e-01
5055            	-2.57863466e-02	5.11138788e-02	1.36048012e+00	6.54453712e-01	7.06026405e-01
5056            	-2.57528746e-02	5.11642382e-02	1.36069363e+00	6.54593938e-01	7.06099687e-01
5057            	-2.57202482e-02	5.12143101e-02	1.36090242e+00	6.54730962e-01	7.06171459e-01
5058            	-2.56894284e-02	5.12627445e-02	1.36110590e+00	6.54863522e-01	7.06242379e-01
5059            	-2.56610301e-02	5.13086817e-02	1.36130547e+00	6.54991705e-01	7.06313765e-01
5060            	-2.56352810e-02	5.13517588e-02	1.36150405e+00	6.55116743e-01	7.06387305e-01
5061            	-2.56119660e-02	5.13921980e-02	1.36170615e+00	6.55241107e-01	7.06465039e-01
5062            	-2.55905995e-02	5.14305909e-02	1.36191666e+00	6.55367730e-01	7.06548929e-01
5063            	-2.55705307e-02	5.14677173e-02	1.36214004e+00	6.55499488e-01	7.06640550e-01
5064            	-2.55510271e-02	5.15043828e-02	1.36237955e+00	6.55638750e-01	7.06740804e-01
5065            	-2.55314323e-02	5.15412552e-02	1.36263706e+00	6.55787095e-01	7.06849960e-01
5066            	-2.55068933e-02	5.15858312e-02	1.36295708e+00	6.55971647e-01	7.06985434e-01
5067            	-2.54816876e-02	5.16301063e-02	1.36328366e+00	6.56160145e-01	7.07123520e-01
5068            	-2.54557620e-02	5.16736480e-02	1.36361177e+00	6.56350123e-01	7.07261647e-01
5069            	-2.54292387e-02	5.17159196e-02	1.36393824e+00	6.56539882e-01	7.07398359e-01
5070            	-2.54023968e-02	5.17563473e-02	1.36426159e+00	6.56728400e-01	7.07533194e-01
5071            	-2.53756258e-02	5.17943949e-02	1.36458169e+00	6.56915219e-01	7.07666471e-01
5072            	-2.53494208e-02	5.18295801e-02	1.36489916e+00	6.57100159e-01	7.07799000e-01
5073            	-2.53241615e-02	5.18616152e-02	1.36521537e+00	6.57283522e-01	7.07931845e-01
5074            	-2.53001436e-02	5.18903345e-02	1.36553192e+00	6.57465815e-01	7.08066102e-01
5075            	-2.52775241e-02	5.19156588e-02	1.36585031e+00	6.57647631e-01	7.08202679e-01
5076            	-2.52563125e-02	5.19375494e-02	1.36617166e+00	6.57829520e-01	7.08342145e-01
5077            	-2.52364184e-02	5.19559506e-02	1.36649664e+00	6.58011900e-01	7.08484737e-01
5078            	-2.52175782e-02	5.19707925e-02	1.36682543e+00	6.58195138e-01	7.08630294e-01
5079            	-2.51994674e-02	5.19819570e-02	1.36715792e+00	6.58379494e-01	7.08778429e-01
5080            	-2.51817358e-02	5.19893025e-02	1.36749363e+00	6.58565079e-01	7.08928551e-01
5081            	-2.51615724e-02	5.19926476e-02	1.36786718e+00	6.58772015e-01	7.09095160e-01
5082            	-2.51416743e-02	5.19924258e-02	1.36823078e+00	6.58973716e-01	7.09257065e-01
5083            	-2.51245035e-02	5.19888333e-02	1.36854896e+00	6.59149979e-01	7.09398986e-01
5084            	-2.51048451e-02	5.19779402e-02	1.36889957e+00	6.59344940e-01	7.09554630e-01
5085            	-2.50855259e-02	5.19617032e-02	1.36924265e+00	6.59535799e-01	7.09706851e-01
5086            	-2.50667249e-02	5.19399815e-02	1.36957923e+00	6.59722889e-01	7.09856339e-01
5087            	-2.50486869e-02	5.19127001e-02	1.36991087e+00	6.59906751e-01	7.10004124e-01
5088            	-2.50315715e-02	5.18800045e-02	1.37023937e+00	6.60088114e-01	7.10151257e-01
5089            	-2.50135001e-02	5.18398978e-02	1.37059061e+00	6.60281807e-01	7.10308807e-01
5090            	-2.49972861e-02	5.17970258e-02	1.37092946e+00	6.60467445e-01	7.10462017e-01
5091            	-2.49831308e-02	5.17514609e-02	1.37125515e+00	6.60644443e-01	7.10610704e-01
5092            	-2.49712219e-02	5.17025978e-02	1.37156880e+00	6.60813176e-01	7.10755620e-01
5093            	-2.49616250e-02	5.16496090e-02	1.37187256e+00	6.60974656e-01	7.10897906e-01
5094            	-2.49543990e-02	5.15916760e-02	1.37216857e+00	6.61129888e-01	7.11038685e-01
5095            	-2.49494947e-02	5.15282433e-02	1.37245827e+00	6.61279641e-01	7.11178630e-01
5096            	-2.49462656e-02	5.14544606e-02	1.37275951e+00	6.61433488e-01	7.11326019e-01
5097            	-2.49454144e-02	5.13771346e-02	1.37304604e+00	6.61577607e-01	7.11468435e-01
5098            	-2.49468537e-02	5.12960577e-02	1.37331571e+00	6.61711001e-01	7.11604708e-01
5099            	-2.49504510e-02	5.12105446e-02	1.37356839e+00	6.61833746e-01	7.11734648e-01
5100            	-2.49561328e-02	5.11197161e-02	1.37380555e+00	6.61946644e-01	7.11858909e-01
5101            	-2.49637806e-02	5.10229336e-02	1.37402961e+00	6.62051023e-01	7.11978584e-01
5102            	-2.49732218e-02	5.09199944e-02	1.37424319e+00	6.62148376e-01	7.12094819e-01
5103            	-2.49842224e-02	5.08112007e-02	1.37444861e+00	6.62240082e-01	7.12208527e-01
5104            	-2.49964957e-02	5.06972375e-02	1.37464757e+00	6.62327290e-01	7.12320282e-01
5105            	-2.50102740e-02	5.05736407e-02	1.37484915e+00	6.62414303e-01	7.12434851e-01
5106            	-2.50243108e-02	5.04500487e-02	1.37504114e+00	6.62496260e-01	7.12544882e-01
5107            	-2.50382992e-02	5.03268445e-02	1.37522424e+00	6.62573821e-01	7.12650420e-01
5108            	-2.50521113e-02	5.02036147e-02	1.37540017e+00	6.62647976e-01	7.12752198e-01
5109            	-2.50657237e-02	5.00797410e-02	1.37557110e+00	6.62719826e-01	7.12851273e-01
5110            	-2.50791422e-02	4.99548093e-02	1.37573909e+00	6.62790402e-01	7.12948686e-01
5111            	-2.50923464e-02	4.98287906e-02	1.37590579e+00	6.62860551e-01	7.13045244e-01
5112            	-2.51052609e-02	4.97020387e-02	1.37607234e+00	6.62930908e-01	7.13141429e-01
5113            	-2.51177562e-02	4.95751664e-02	1.37623936e+00	6.63001923e-01	7.13237436e-01
5114            	-2.51296655e-02	4.94488957e-02	1.37640721e+00	6.63073942e-01	7.13333273e-01
5115            	-2.51408170e-02	4.93239097e-02	1.37657614e+00	6.63147251e-01	7.13428885e-01
5116            	-2.51510617e-02	4.92007706e-02	1.37674636e+00	6.63222119e-01	7.13524242e-01
5117            	-2.51602945e-02	4.90798867e-02	1.37691819e+00	6.63298800e-01	7.13619389e-01
5118            	-2.51684671e-02	4.89615164e-02	1.37709195e+00	6.63377509e-01	7.13714443e-01
5119            	-2.51755894e-02	4.88458047e-02	1.37726794e+00	6.63458382e-01	7.13809561e-01
5120            	-2.51817235e-02	4.87328210e-02	1.37744632e+00	6.63541436e-01	7.13904883e-01
5121            	-2.51869724e-02	4.86225967e-02	1.37762704e+00	6.63626549e-01	7.14000494e-01
5122            	-2.51914690e-02	4.85151571e-02	1.37780984e+00	6.63713449e-01	7.14096387e-01
5123            	-2.51953603e-02	4.84105237e-02	1.37799422e+00	6.63801750e-01	7.14192470e-01
5124            	-2.51987970e-02	4.83086929e-02	1.37817961e+00	6.63891008e-01	7.14288601e-01
5125            	-2.52023515e-02	4.82127443e-02	1.37835651e+00	6.63975905e-01	7.14380608e-01
5126            	-2.52058375e-02	4.81173539e-02	1.37853716e+00	6.64062741e-01	7.14474416e-01
5127            	-2.52092610e-02	4.80229361e-02	1.37872125e+00	6.64151362e-01	7.14569884e-01
5128            	-2.52125446e-02	4.79303500e-02	1.37890747e+00	6.64241191e-01	7.14666280e-01
5129            	-2.52155847e-02	4.78404929e-02	1.37909407e+00	6.64331450e-01	7.14762619e-01
5130            	-2.52183144e-02	4.77539916e-02	1.37927931e+00	6.64421340e-01	7.14857969e-01
5131            	-2.52207301e-02	4.76711077e-02	1.37946187e+00	6.64510205e-01	7.14951665e-01
5132            	-2.52228921e-02	4.75917758e-02	1.37964100e+00	6.64597610e-01	7.15043394e-01
5133            	-2.52249122e-02	4.75156946e-02	1.37981649e+00	6.64683333e-01	7.15133157e-01
5134            	-2.52269207e-02	4.74424686e-02	1.37998850e+00	6.64767330e-01	7.15221171e-01
5135            	-2.52290365e-02	4.73717153e-02	1.38015742e+00	6.64849675e-01	7.15307748e-01
5136            	-2.52313434e-02	4.73031349e-02	1.38032368e+00	6.64930499e-01	7.15393185e-01
5137            	-2.52338785e-02	4.72365357e-02	1.38048765e+00	6.65009944e-01	7.15477701e-01
5138            	-2.52366324e-02	4.71718274e-02	1.38064955e+00	6.65088145e-01	7.15561410e-01
5139            	-2.52395594e-02	4.71089908e-02	1.38080954e+00	6.65165211e-01	7.15644330e-01
5140            	-2.52425932e-02	4.70480409e-02	1.38096765e+00	6.65241231e-01	7.15726418e-01
5141            	-2.52456630e-02	4.69889961e-02	1.38112388e+00	6.65316277e-01	7.15807603e-01
5142            	-2.52487078e-02	4.69318583e-02	1.38127822e+00	6.65390400e-01	7.15887815e-01
5143            	-2.52516867e-02	4.68766007e-02	1.38143064e+00	6.65463632e-01	7.15967005e-01
5144            	-2.52545836e-02	4.68231595e-02	1.38158115e+00	6.65535993e-01	7.16045161e-01
5145            	-2.52574064e-02	4.67714342e-02	1.38172981e+00	6.65607497e-01	7.16122310e-01
5146            	-2.52601816e-02	4.67213005e-02	1.38187666e+00	6.65678149e-01	7.16198513e-01
5147            	-2.52629477e-02	4.66726211e-02	1.38202180e+00	6.65747951e-01	7.16273846e-01
5148            	-2.52657479e-02	4.66252560e-02	1.38216529e+00	6.65816898e-01	7.16348394e-01
5149            	-2.52686246e-02	4.65790682e-02	1.38230722e+00	6.65884985e-01	7.16422234e-01
5150            	-2.52716124e-02	4.65339304e-02	1.38244765e+00	6.65952214e-01	7.16495439e-01
5151            	-2.52747342e-02	4.64897287e-02	1.38258667e+00	6.66018602e-01	7.16568070e-01
5152            	-2.52780009e-02	4.64463644e-02	1.38272435e+00	6.66084177e-01	7.16640178e-01
5153            	-2.52814127e-02	4.64037524e-02	1.38286078e+00	6.66148979e-01	7.16711804e-01
5154            	-2.52849614e-02	4.63618199e-02	1.38299604e+00	6.66213059e-01	7.16782982e-01
