face_local_index,x_over_c,y_over_c,surface,Cp
0,0.204604,-0.02713335,lower,0.24718448
1,0.202394,-0.02722195,lower,0.24755685
2,0.20018400000000003,-0.0273092,lower,0.24793124
3,0.19797399999999998,-0.027395049999999997,lower,0.24833973
4,0.1957645,-0.0274794,lower,0.24876738
5,0.1935555,-0.027562200000000002,lower,0.24920319
6,0.1913465,-0.0276434,lower,0.24968759
7,0.1891385,-0.0277229,lower,0.25018087
8,0.1869325,-0.02780065,lower,0.25070533
9,0.184728,-0.0278766,lower,0.25124296
10,0.182525,-0.02795065,lower,0.25183346
11,0.18032399999999998,-0.0280228,lower,0.25241906
12,0.1781255,-0.02809295,lower,0.25306048
13,0.17592999999999998,-0.028161,lower,0.25371282
14,0.17373699999999997,-0.0282269,lower,0.25441515
15,0.171547,-0.0282906,lower,0.25514987
16,0.1693605,-0.02835205,lower,0.2558962
17,0.1671775,-0.02841115,lower,0.2567013
18,0.1649985,-0.02846785,lower,0.25753309
19,0.162824,-0.028522099999999998,lower,0.25838687
20,0.160654,-0.028573750000000002,lower,0.25931596
21,0.15848849999999998,-0.0286228,lower,0.26026198
22,0.156328,-0.0286692,lower,0.26126658
23,0.1541725,-0.028712849999999998,lower,0.26228629
24,0.1520225,-0.0287537,lower,0.26336797
25,0.149878,-0.028791650000000002,lower,0.26448916
26,0.1477395,-0.028826650000000002,lower,0.26567411
27,0.1456075,-0.028858650000000003,lower,0.26688186
28,0.143482,-0.028887549999999998,lower,0.26817671
29,0.14136349999999998,-0.02891325,lower,0.2694953
30,0.139252,-0.02893575,lower,0.27089179
31,0.13714749999999998,-0.028955,lower,0.27232789
32,0.13505050000000002,-0.02897085,lower,0.27383068
33,0.132961,-0.028983250000000002,lower,0.2753901
34,0.1308795,-0.0289922,lower,0.27701694
35,0.1288065,-0.028997600000000002,lower,0.27870598
36,0.126742,-0.02899935,lower,0.28047551
37,0.12468649999999999,-0.0289974,lower,0.28231353
38,0.12264,-0.02899165,lower,0.28425129
39,0.1206025,-0.028982050000000002,lower,0.2862226
40,0.1185745,-0.0289686,lower,0.2882895
41,0.11655650000000001,-0.0289512,lower,0.29037189
42,0.1145485,-0.028929749999999997,lower,0.29251735
