face_local_index,x_over_c,y_over_c,surface,Cp
336,0.355232,0.09883715,upper,-1.2636759
337,0.35798849999999993,0.0988322,upper,-1.2548971
338,0.360745,0.09882099999999999,upper,-1.2460727
339,0.3635005,0.09880355,upper,-1.2372393
340,0.366256,0.09877995,upper,-1.2283914
341,0.369012,0.09875015,upper,-1.2194529
342,0.37176750000000003,0.09871419999999999,upper,-1.2105389
343,0.3745225,0.09867215000000001,upper,-1.2015588
344,0.377278,0.098624,upper,-1.1924984
345,0.38003299999999995,0.09856975000000001,upper,-1.1834821
346,0.3827875,0.09850945,upper,-1.1742857
347,0.3855425,0.09844315000000001,upper,-1.1651469
348,0.388297,0.09837085,upper,-1.155898
349,0.39105100000000004,0.09829260000000001,upper,-1.1465764
350,0.39380499999999996,0.09820835,upper,-1.1371926
351,0.3965585,0.09811814999999999,upper,-1.1276927
352,0.3993065,0.0980221,upper,-1.1181524
353,0.4020325,0.0979209,upper,-1.1083274
354,0.404742,0.09781565,upper,-1.0980719
355,0.407452,0.0977066,upper,-1.0887784
356,0.410162,0.09759375,upper,-1.0795566
357,0.41287149999999995,0.09747719999999999,upper,-1.0705163
358,0.4155805,0.09735695,upper,-1.0616381
359,0.41829,0.097233,upper,-1.0528886
360,0.42099949999999997,0.09710534999999999,upper,-1.0443308
361,0.42370850000000004,0.09697405,upper,-1.0358194
362,0.426417,0.0968391,upper,-1.0274577
363,0.42912549999999994,0.0967005,upper,-1.0191578
364,0.431834,0.0965583,upper,-1.0109792
365,0.434542,0.09641250000000001,upper,-1.0029029
366,0.4372505,0.09626314999999999,upper,-0.99482631
367,0.43995850000000003,0.0961103,upper,-0.98699662
368,0.442666,0.0959539,upper,-0.9790784
369,0.44537400000000005,0.0957939,upper,-0.9713184
370,0.4480815,0.0956304,upper,-0.96359191
371,0.4507885,0.0954635,upper,-0.95592258
372,0.4534955,0.09529309999999999,upper,-0.94832098
373,0.4562025,0.09511925,upper,-0.94078356
374,0.4589095,0.09494195,upper,-0.93328516
375,0.461616,0.0947612,upper,-0.92585671
376,0.464322,0.0945771,upper,-0.91843182
377,0.467028,0.0943896,upper,-0.91109218
378,0.469734,0.0941987,upper,-0.9037832
379,0.47244,0.09400445000000002,upper,-0.89652196
380,0.4751455,0.0938069,upper,-0.8893272
381,0.47785049999999996,0.093606,upper,-0.88213339
382,0.4805555,0.09340175,upper,-0.87499459
383,0.4832605,0.0931942,upper,-0.86787634
384,0.485965,0.0929834,upper,-0.8608578
385,0.4886695,0.0927693,upper,-0.85376813
386,0.491374,0.09255195,upper,-0.84683148
387,0.494078,0.09233135,upper,-0.83983767
388,0.4967815,0.09210750000000001,upper,-0.83293252
389,0.49948499999999996,0.0918805,upper,-0.82598232
390,0.5021884999999999,0.09165025,upper,-0.81916823
391,0.504891,0.0914168,upper,-0.81230871
392,0.5075935,0.09118014999999999,upper,-0.80543738
393,0.5102964999999999,0.09094035,upper,-0.79867029
394,0.512999,0.09069740000000001,upper,-0.79191942
395,0.515701,0.09045130000000001,upper,-0.78514265
396,0.5184025,0.09020210000000001,upper,-0.77845268
397,0.521104,0.08994975,upper,-0.77170281
398,0.5238054999999999,0.08969425,upper,-0.76505992
399,0.5265059999999999,0.08943565,upper,-0.75838978
400,0.5292064999999999,0.08917405,upper,-0.75170564
401,0.5319069999999999,0.08890935,upper,-0.74515406
402,0.534607,0.08864154999999999,upper,-0.73850874
403,0.537307,0.0883707,upper,-0.73194135
404,0.540007,0.08809685,upper,-0.72538639
405,0.5427065,0.08781995000000001,upper,-0.71886291
406,0.5454055,0.08754,upper,-0.7123091
407,0.5481045,0.0872571,upper,-0.70581077
408,0.5508029999999999,0.08697115,upper,-0.699333
409,0.553501,0.0866822,upper,-0.69282589
410,0.556199,0.0863903,upper,-0.68635465
411,0.5588965,0.08609544999999999,upper,-0.67993422
412,0.5615939999999999,0.0857976,upper,-0.67344365
413,0.5642915,0.0854968,upper,-0.66706
414,0.566988,0.0851931,upper,-0.66065002
415,0.5696844999999999,0.0848864,upper,-0.65419215
416,0.572381,0.08457680000000001,upper,-0.64785857
417,0.5750770000000001,0.08426430000000001,upper,-0.64144232
418,0.5777725,0.08394889999999999,upper,-0.63510605
419,0.5804674999999999,0.0836306,upper,-0.62872655
420,0.5831625,0.0833094,upper,-0.62238068
421,0.5858574999999999,0.0829853,upper,-0.61604316
422,0.588552,0.08265834999999999,upper,-0.60974685
423,0.5912459999999999,0.08232855,upper,-0.60339726
424,0.5939395000000001,0.08199585,upper,-0.59712716
425,0.596633,0.08166029999999999,upper,-0.59076501
426,0.5993265,0.08132195,upper,-0.58453632
427,0.6020190000000001,0.08098075,upper,-0.57824492
428,0.6047115000000001,0.0806367,upper,-0.57193266
429,0.607404,0.0802899,upper,-0.56571482
430,0.6100955,0.07994024999999999,upper,-0.55945763
431,0.612787,0.07958775,upper,-0.55316386
432,0.6154785,0.07923250000000001,upper,-0.54696255
433,0.618169,0.07887445000000001,upper,-0.54072997
434,0.6208595,0.0785136,upper,-0.53445853
435,0.62355,0.07815,upper,-0.52828501
436,0.6262395000000001,0.0777836,upper,-0.52206759
437,0.6289290000000001,0.07741445,upper,-0.51582668
438,0.6316185000000001,0.07704255,upper,-0.50966901
439,0.634307,0.07666790000000001,upper,-0.50348487
440,0.6369955,0.07629050000000001,upper,-0.49726219
441,0.639684,0.07591035,upper,-0.4911322
442,0.6423715000000001,0.07552745,upper,-0.48496447
443,0.645059,0.0751418,upper,-0.4787666
444,0.6477465,0.07475345,upper,-0.47266084
445,0.650433,0.0743624,upper,-0.46651267
446,0.653119,0.07396865,upper,-0.46036854
447,0.655805,0.07357215,upper,-0.45424633
448,0.6584909999999999,0.07317295,upper,-0.44812837
449,0.6611765000000001,0.0727711,upper,-0.44205043
450,0.6638615,0.07236655,upper,-0.43593599
451,0.6665460000000001,0.07195925,upper,-0.42987402
452,0.66923,0.0715493,upper,-0.42377886
