AoA_deg,time,face,x_over_c,y_over_c,z,Cp
0.0,1770,367,0.439465,0.056285699999999994,0.0,-0.25643324
0.0,1770,368,0.4421405,0.056153800000000004,0.0,-0.25493265
0.0,1770,369,0.444816,0.05602005,0.0,-0.25338156
0.0,1770,370,0.4474915,0.0558844,0.0,-0.25191112
0.0,1770,371,0.450167,0.05574685,0.0,-0.25036444
0.0,1770,372,0.452843,0.0556074,0.0,-0.24885004
0.0,1770,373,0.4555185,0.055466150000000006,0.0,-0.24735458
0.0,1770,374,0.458194,0.0553231,0.0,-0.24581556
0.0,1770,375,0.4608695,0.0551782,0.0,-0.24433252
0.0,1770,376,0.463545,0.0550315,0.0,-0.24278424
0.0,1770,377,0.466221,0.054883,0.0,-0.24129076
0.0,1770,378,0.4688965,0.054732750000000004,0.0,-0.23979045
0.0,1770,379,0.471572,0.05458075,0.0,-0.23824127
0.0,1770,380,0.4742475,0.054427,0.0,-0.23676651
0.0,1770,381,0.476923,0.05427155,0.0,-0.23521212
0.0,1770,382,0.4795985,0.0541144,0.0,-0.23375124
0.0,1770,383,0.482274,0.053955550000000005,0.0,-0.23220613
0.0,1770,384,0.48495,0.053794999999999996,0.0,-0.23072166
0.0,1770,385,0.4876255,0.0536328,0.0,-0.2292245
0.0,1770,386,0.490301,0.05346895,0.0,-0.2277019
0.0,1770,387,0.4929765,0.05330345,0.0,-0.22622455
0.0,1770,388,0.495652,0.05313635,0.0,-0.22469364
0.0,1770,389,0.498328,0.052967600000000004,0.0,-0.22321412
0.0,1770,390,0.5010035,0.052797250000000004,0.0,-0.22173805
0.0,1770,391,0.503679,0.0526253,0.0,-0.22019443
0.0,1770,392,0.5063545,0.05245175,0.0,-0.21872154
0.0,1770,393,0.5090300000000001,0.052276699999999995,0.0,-0.21719959
0.0,1770,394,0.5117055,0.0521001,0.0,-0.21574524
0.0,1770,395,0.514381,0.051921949999999994,0.0,-0.21422346
0.0,1770,396,0.5170570000000001,0.051742250000000004,0.0,-0.21274511
0.0,1770,397,0.5197325,0.051561,0.0,-0.2112768
0.0,1770,398,0.522408,0.0513783,0.0,-0.209735
0.0,1770,399,0.5250835,0.051194100000000006,0.0,-0.20829497
0.0,1770,400,0.5277590000000001,0.051008399999999995,0.0,-0.20676847
0.0,1770,401,0.530435,0.05082125,0.0,-0.20529223
0.0,1770,402,0.5331105,0.0506326,0.0,-0.2038423
0.0,1770,403,0.5357860000000001,0.0504425,0.0,-0.20229108
0.0,1770,404,0.5384615,0.050251000000000004,0.0,-0.20085864
0.0,1770,405,0.541137,0.05005805,0.0,-0.19932494
0.0,1770,406,0.5438130000000001,0.049863649999999995,0.0,-0.19786089
0.0,1770,407,0.5464885,0.0496679,0.0,-0.19640307
0.0,1770,408,0.549164,0.04947075,0.0,-0.19487729
0.0,1770,409,0.5518395,0.04927215,0.0,-0.19344804
0.0,1770,410,0.5545150000000001,0.049072199999999996,0.0,-0.19190612
